id,author_id,created_at,event_type,text,action,objec_tw,post_content,username,action_option,tweet_page,tweet_option,tweet_option_2,content_option,action_object_answer,action_content_answer,action_type_answer,trigger_news
t1277443354251399169,2184843180,2020-06-29 03:26:44+00:00,Covid,RT @L***s: LeRoy's employee's COVID-19 diagnosis tied to Harper's outbreak https://***y9,retweet,LeRoy's employee's COVID-19 diagnosis tied to Harper's outbreak https://***y9,-,c***g,"['post', 'retweet', 'reply', 'quote']","['tweet_A：RT @O***n: Do you live with obesity or are you currently trying to manage your weight during the COVID-19 pandemic? Your insight is...', ""tweet_B：LeRoy's employee's COVID-19 diagnosis tied to Harper's outbreak https://***y9"", 'tweet_C：""#Covid19 has caused a massive shake-up in our daily life, prompting us to question everything — from hugging our loved ones to merely shaking hands🤝 with friends or getting a haircut 💇🏽♀️💇🏽♂️"" How are you handling the new norm? https://***kg']","['RT @O***n: Do you live with obesity or are you currently trying to manage your weight during the COVID-19 pandemic? Your insight is...', ""LeRoy's employee's COVID-19 diagnosis tied to Harper's outbreak https://***y9"", '""#Covid19 has caused a massive shake-up in our daily life, prompting us to question everything — from hugging our loved ones to merely shaking hands🤝 with friends or getting a haircut 💇🏽♀️💇🏽♂️"" How are you handling the new norm? https://***kg', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['@P***n @N***e @t***d Attended @C***d last month, and we had cognitive scientists, microbiologists, entomologists, anthropologists come together with data scientists to do Agent-based modelling for COVID-19.', ""Last week, CEO Udit Batra, head of the Life Science Innovation Board Patrick Schneider, @T***C's @K***O, @G***t's @g***i &amp; @M***T's @d***g shared Supermind solutions for COVID-19 &amp; introduced the #PandemicResponseCoLab Watch now: https://***LP"", 'City of Miami Beach Mandates Face Masks in Public Spaces &amp; Places — Effective Tomorrow, June 30 #COVID19 https://***TJ', '-']",tweet_B,-,retweet,FDA revoked emergency use authorization for hydroxychloroquine. time：2020-06-16
t1253296310704201729,24093215,2020-04-23 12:15:00+00:00,Covid,"How COVID-19 has impacted media consumption, by generation https://***FM",post,-,"How COVID-19 has impacted media consumption, by generation https://***FM",t***e,"['post', 'retweet', 'reply', 'quote']","['tweet_A：Forecasting and scenario analysis based on Epi Models is key nowadays and relevant for all industries. The model repository is there. .@C***c and @S***e share #COVID19 predictive models to help hospitals plan for current and future needs. https://***cE', 'tweet_B：Our members were just talking about just this: what happens to a CO who works at facility with #COVID19 cases &amp; then picks up an extra shift at York, Garner or MYI? That exact thing happened. The CO worked an overtime shift, then left for MYI. @C***A @J***r https://***Ep', ""tweet_C：QCRI's Qatar Center for #ArtificialIntelligence is pleased to invite you all to our online lecture series on AI &amp; #DataScience for #COVID19, starting April27 until May18, every Mon and Thur at 10am (GMT+3) https://***Om @H***U @Q***F https://***Eb""]","['Forecasting and scenario analysis based on Epi Models is key nowadays and relevant for all industries. The model repository is there. .@C***c and @S***e share #COVID19 predictive models to help hospitals plan for current and future needs. https://***cE', 'Our members were just talking about just this: what happens to a CO who works at facility with #COVID19 cases &amp; then picks up an extra shift at York, Garner or MYI? That exact thing happened. The CO worked an overtime shift, then left for MYI. @C***A @J***r https://***Ep', ""QCRI's Qatar Center for #ArtificialIntelligence is pleased to invite you all to our online lecture series on AI &amp; #DataScience for #COVID19, starting April27 until May18, every Mon and Thur at 10am (GMT+3) https://***Om @H***U @Q***F https://***Eb"", '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['It’s Not Too Late to Go on Offense Against the #Coronavirus https://***Qq via @N***r', 'A new #SBUQuarantineDiaries post: https://***yf On quarantine in the LI suburbs, fear for loved ones with COVID-19, solidarity with small business owners, a wealth tax, and writing to your NYS senators demanding mitigation packages (https://***).', 'How COVID-19 has impacted media consumption, by generation https://***FM', '-']",-,2,post,President Trump announced guidelines for reopening the economy. time：2020-04-16
t1496521562131992584,38747641,2022-02-23 16:25:19+00:00,Covid,Still not ready to visit @N***m in person for care as the #COVID19 pandemic continues? You can speak to one of our doctors by phone or video. It is just a click away. Make a virtual appointment today: https://***Jn https://***0T,post,-,Still not ready to visit @N***m in person for care as the #COVID19 pandemic continues? You can speak to one of our doctors by phone or video. It is just a click away. Make a virtual appointment today: https://***Jn https://***0T,l***m,"['post', 'retweet', 'reply', 'quote']","[""tweet_A：COVID-19 UPDATE - 21 Feb 2022 - 175.46 Cr vaccine doses have been administered so far under Nationwide Vaccination Drive - India's Active caseload currently stands at 2,02,131 - Recovery Rate currently at 98.33% @M***A @t***t https://***Oo"", 'tweet_B：Pedro Caixinha da positivo por Covid-19 y podría hacer cuarentena de 14 días en Canadá https://***QE', 'tweet_C：COVID-19 showed the gap in #publichealth and @W***O has continued to call for member countries to provide #water to enable citizens battle the pandemic through prevention. #AccesstoGoodWater is a means of adaptation and mitigation of #ClimateCrisis @G***1 https://***lT']","[""COVID-19 UPDATE - 21 Feb 2022 - 175.46 Cr vaccine doses have been administered so far under Nationwide Vaccination Drive - India's Active caseload currently stands at 2,02,131 - Recovery Rate currently at 98.33% @M***A @t***t https://***Oo"", 'Pedro Caixinha da positivo por Covid-19 y podría hacer cuarentena de 14 días en Canadá https://***QE', 'COVID-19 showed the gap in #publichealth and @W***O has continued to call for member countries to provide #water to enable citizens battle the pandemic through prevention. #AccesstoGoodWater is a means of adaptation and mitigation of #ClimateCrisis @G***1 https://***lT', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","[""📺 Watch the First Minister's Covid-19 update live from the Debating Chamber here: https://***KF"", 'Still not ready to visit @N***m in person for care as the #COVID19 pandemic continues? You can speak to one of our doctors by phone or video. It is just a click away. Make a virtual appointment today: https://***Jn https://***0T', 'With the support of the REDISSE Project, financed by @W***A, COVID-19 patients in #Benin received free and high-quality care. Recovering patients share their stories: https://***hk #ChangingLives https://***gF', '-']",-,1,post,Supreme Court blocked Biden  s vaccine mandate for large employers. time：2022-01-13
t1499259202967334913,24343809,2022-03-03 05:43:43+00:00,Covid,"More than Covid-19, inequality killed many https://***D8 via @c***s",post,-,"More than Covid-19, inequality killed many https://***D8 via @c***s",C***s,"['post', 'retweet', 'reply', 'quote']","['tweet_A：New COVID-19 statistics via @C***N: Omicron peak: 807,849 cases/day Right now: 62,331 cases/day Omicron peak: 160,113 hospitalizations Right now: 41,944 hospitalizations', 'tweet_B：NOT FIT FOR PURPOSE: #Neoliberalism and #Covid19 At this time of crisis, we will still need to raise our voices to call on governments to use their resources to care for ordinary citizens, not cater to the whims of industry and the wealthy. https://***Rr https://***eF', 'tweet_C：My wife Alice, my two kids and I have recovered from #COVID19. I’m immensely grateful for the kind wishes while we were ill. Now that we’ve joined millions who have gotten #COVID19, a few reflections on our recent experience:']","['New COVID-19 statistics via @C***N: Omicron peak: 807,849 cases/day Right now: 62,331 cases/day Omicron peak: 160,113 hospitalizations Right now: 41,944 hospitalizations', 'NOT FIT FOR PURPOSE: #Neoliberalism and #Covid19 At this time of crisis, we will still need to raise our voices to call on governments to use their resources to care for ordinary citizens, not cater to the whims of industry and the wealthy. https://***Rr https://***eF', 'My wife Alice, my two kids and I have recovered from #COVID19. I’m immensely grateful for the kind wishes while we were ill. Now that we’ve joined millions who have gotten #COVID19, a few reflections on our recent experience:', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['Biden declares a ""new moment"" in the war on Covid19, shunning the idea of ""living with Covid"", against the advice of some Democrat strategists, who had hoped to see the back of the pandemic politically.', 'Eradication of poverty &amp; hunger is a basic human right, and the challenge is more urgent in context of #COVID19. China has made great achievements in this regard and is doing its best to help developing countries &amp; provide strong support to @F***O South-South cooperation programs. https://***sc', 'More than Covid-19, inequality killed many https://***D8 via @c***s', '-']",-,2,post,President Biden announced most Americans could return to normal activities in State of the Union address. time：2022-03-02
t1491771411463127048,832686254873468929,2022-02-10 13:49:54+00:00,Covid,Esto ocurrió con la enfermera que atendió en ropa interior a pacientes con COVID-19 https://***2y,post,-,Esto ocurrió con la enfermera que atendió en ropa interior a pacientes con COVID-19 https://***2y,p***s,"['post', 'retweet', 'reply', 'quote']","['tweet_A：El rey de España, Felipe VI, dio positivo a COVID-19 https://***7s', 'tweet_B：#Covid19 and new technologies played a role in reducing conflict events and fatalities in Asia by around 30% from 2019-2020. Read our 2021 edition of “The State of Conflict and Violence in Asia” https://***1S', ""tweet_C：It's International Development Week! We see eye to eye with @c***a and @C***H reps including @m***g and @m***g of #WRawesome and @S***I of Quebec that the #GoC can lead to face the triple threat of #COVID19, #climate, and #conflict. #GoForTheGoals #IDW2022 https://***Kh""]","['El rey de España, Felipe VI, dio positivo a COVID-19 https://***7s', '#Covid19 and new technologies played a role in reducing conflict events and fatalities in Asia by around 30% from 2019-2020. Read our 2021 edition of “The State of Conflict and Violence in Asia” https://***1S', ""It's International Development Week! We see eye to eye with @c***a and @C***H reps including @m***g and @m***g of #WRawesome and @S***I of Quebec that the #GoC can lead to face the triple threat of #COVID19, #climate, and #conflict. #GoForTheGoals #IDW2022 https://***Kh"", '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['Esto ocurrió con la enfermera que atendió en ropa interior a pacientes con COVID-19 https://***2y', 'I should have immediately ended the meeting and on reflection this was an error of judgment on my part. I fully recognise the importance of following the letter and spirit of the policies, so want to be upfront about what happened and to apologise for the mistake I made. 3/3', 'Nous sommes l’un des meilleurs employeurs de la région de la capitale en 2022! Notre équipe, en télétravail à temps plein, continue de recueillir et d’analyser des données afin d’aider les systèmes de santé dans la lutte contre la COVID-19. https://***vB https://***pR', '-']",-,0,post,Supreme Court blocked Biden  s vaccine mandate for large employers. time：2022-01-13
t1495066152439103490,19921353,2022-02-19 16:02:02+00:00,Covid,Rahat Fateh Ali Khan tests positive for Covid-19 in Dubai hours after leaving Pakistan. #pakistan https://***0G,post,-,Rahat Fateh Ali Khan tests positive for Covid-19 in Dubai hours after leaving Pakistan. #pakistan https://***0G,p***s,"['post', 'retweet', 'reply', 'quote']","['tweet_A：If COVID-19 has taught us one key lesson, it is that we cannot return to the prior status quo. We must make public health preparedness an integral part of our way of life going forward, says @M***n of @C***H. https://***ug', 'tweet_B：IMF expects EA #inflation to fall slightly below #ECB ‘s target once #pandemic fades. It says fiscal measures should also be deployed actively to ease the #bottlenecks, chart @I***s https://***Dz https://***1P', 'tweet_C：The country recorded a total of 437 new cases of coronavirus and two deaths in the past 24 hours as of Friday. Nepal recorded 570 new coronavirus cases and six deaths on Thursday. https://***Ys #Khabarhub #national #health #COVID19update #Friday']","['If COVID-19 has taught us one key lesson, it is that we cannot return to the prior status quo. We must make public health preparedness an integral part of our way of life going forward, says @M***n of @C***H. https://***ug', 'IMF expects EA #inflation to fall slightly below #ECB ‘s target once #pandemic fades. It says fiscal measures should also be deployed actively to ease the #bottlenecks, chart @I***s https://***Dz https://***1P', 'The country recorded a total of 437 new cases of coronavirus and two deaths in the past 24 hours as of Friday. Nepal recorded 570 new coronavirus cases and six deaths on Thursday. https://***Ys #Khabarhub #national #health #COVID19update #Friday', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","[""19 Februari - Awal suku kedua tahun, tempoh realistik buka semula sempadan negara Ikuti berita penuh di : https://***vr @K***j @H***O @D***m @M***M @K***a 'Yang sahih di Berita RTM' #RTM #BeritaRTM #KeluargaMalaysia #COVID19Malaysia https://***zg"", 'Rahat Fateh Ali Khan tests positive for Covid-19 in Dubai hours after leaving Pakistan. #pakistan https://***0G', 'Coronavirus cases in Sri Lanka is currently 633,051! – Active : 20,796 – Cases Today : 0 – Deaths : 15,926 – Cases Yesterday : 1,235 – Recovered : 596,329 – Deaths Today : 0 – Total PCR Tests : 6,246,538 ~ 🇱🇰 STATUS ID 757 ~ [#COVID19SL #COVID19LK] https://***Hc', '-']",-,1,post,Supreme Court blocked Biden  s vaccine mandate for large employers. time：2022-01-13
t1496111212630847493,868127218362462208,2022-02-22 13:14:44+00:00,Covid,"Não há vacinas contra Covid-19 sendo usadas de forma experimental, nem para adultos, nem para crianças. São imunizantes seguros, passaram por vários testes e estão aprovados pela Anvisa, como explica o diretor médico do Butantan, Wellington Briques. Veja. #CoronaVacParaCrianças https://***u5",post,-,"Não há vacinas contra Covid-19 sendo usadas de forma experimental, nem para adultos, nem para crianças. São imunizantes seguros, passaram por vários testes e estão aprovados pela Anvisa, como explica o diretor médico do Butantan, Wellington Briques. Veja. #CoronaVacParaCrianças https://***u5",b***l,"['post', 'retweet', 'reply', 'quote']","[""tweet_A：👀Looking for an evening read? @D***e has written an article for @C***K, looking at how #Covid19 affected theatre, and why it's fight back could leave it stronger than ever 🎭 👇Read more: https://***rv"", 'tweet_B：L’#ARN, nouvelle star des labos... Vraiment ? 👀 Si certains envisagent le vaccin à ARN comme une révolution depuis la pandémie #covid19, d’autres se posent encore des questions... Notre nouveau #CanalDétox fait le point et coupe court aux fausses infos 👉 https://***Fd https://***3a', 'tweet_C：⏰Only 1 DAY until @G***d Seventh Replenishment Prep Meeting opens virtually! Read how Bangladesh is using GeneXpert diagnostics machines to introduce simultaneous TB &amp; COVID-19 testing: https://***bs #FightForWhatCounts. https://***lR']","[""👀Looking for an evening read? @D***e has written an article for @C***K, looking at how #Covid19 affected theatre, and why it's fight back could leave it stronger than ever 🎭 👇Read more: https://***rv"", 'L’#ARN, nouvelle star des labos... Vraiment ? 👀 Si certains envisagent le vaccin à ARN comme une révolution depuis la pandémie #covid19, d’autres se posent encore des questions... Notre nouveau #CanalDétox fait le point et coupe court aux fausses infos 👉 https://***Fd https://***3a', '⏰Only 1 DAY until @G***d Seventh Replenishment Prep Meeting opens virtually! Read how Bangladesh is using GeneXpert diagnostics machines to introduce simultaneous TB &amp; COVID-19 testing: https://***bs #FightForWhatCounts. https://***lR', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['Não há vacinas contra Covid-19 sendo usadas de forma experimental, nem para adultos, nem para crianças. São imunizantes seguros, passaram por vários testes e estão aprovados pela Anvisa, como explica o diretor médico do Butantan, Wellington Briques. Veja. #CoronaVacParaCrianças https://***u5', 'https://***at Podcast discute as perdas cognitivas causadas pelo Sars-CoV-2, a vulnerabilidade dos municípios brasileiros a inundações e deslizamentos, e o potencial de uma tecnologia para climatizar ambientes. #ciência #climatologia #energia #Covid19', 'No existe transparencia en las compras de insumos, equipo y vacunas contra el COVID-19 en las instancias encabezadas por López Gatell. https://***d3', '-']",-,0,post,Supreme Court blocked Biden  s vaccine mandate for large employers. time：2022-01-13
t1302143919807889408,634396686,2020-09-05 07:17:57+00:00,Covid,"#Hiring We're looking for a programme coordinator for ""W-GDP: Building Resilient Women Entrepreneurs"", to address the needs of women-owned collective social enterprises and women micro-entrepreneurs as part of COVID-19 preparedness and response. Apply: https://***qe",post,-,"#Hiring We're looking for a programme coordinator for ""W-GDP: Building Resilient Women Entrepreneurs"", to address the needs of women-owned collective social enterprises and women micro-entrepreneurs as part of COVID-19 preparedness and response. Apply: https://***qe",S***t,"['post', 'retweet', 'reply', 'quote']","['tweet_A：""AMA Chief Experience Officer @t***r talks to pediatricians about the impact of #COVID19 on children, including the challenges with kids going back to school."" @A***n 🔗https://***jk https://***JL', ""tweet_B：As a healthcare worker, I would be one of the first groups eligible for a vaccine in November. Despite the horror of what I've seen from #coronavirus firsthand, I would not take a vaccine that had not undergone Phase 3 clinical trials. Period."", 'tweet_C：ONLINE CONFERENCE - Join our Webinar Event by your home, work place etc as your safety is our first Priority. Grab the benefits and make your work global. #StayHome #StaySafe #MaterialCongress2020 #nanotechnology Mail us at : allenrose045@g***l.com #COVID19 https://***Si']","['""AMA Chief Experience Officer @t***r talks to pediatricians about the impact of #COVID19 on children, including the challenges with kids going back to school."" @A***n 🔗https://***jk https://***JL', ""As a healthcare worker, I would be one of the first groups eligible for a vaccine in November. Despite the horror of what I've seen from #coronavirus firsthand, I would not take a vaccine that had not undergone Phase 3 clinical trials. Period."", 'ONLINE CONFERENCE - Join our Webinar Event by your home, work place etc as your safety is our first Priority. Grab the benefits and make your work global. #StayHome #StaySafe #MaterialCongress2020 #nanotechnology Mail us at : allenrose045@g***l.com #COVID19 https://***Si', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['#Hiring We\'re looking for a programme coordinator for ""W-GDP: Building Resilient Women Entrepreneurs"", to address the needs of women-owned collective social enterprises and women micro-entrepreneurs as part of COVID-19 preparedness and response. Apply: https://***qe', ""@T***k Blessings to you and yours. I'm so glad Y'all are doing good after covid-19! Praise be!"", 'Brésil: le Covid-19 progresse, la pauvreté recule https://***Is https://***Ic', '-']",-,0,post,U.S. reported over 3.5 million confirmed cases. time：2020-07-16
t1493224505619230721,16954260,2022-02-14 14:03:59+00:00,Covid,"This collaborative survey investigated the impact of the COVID-19 pandemic on the education of children and youth with visual impairments, including those with multiple disabilities and deafblindness. #LowVisionAwarenessMonth https://***28",post,-,"This collaborative survey investigated the impact of the COVID-19 pandemic on the education of children and youth with visual impairments, including those with multiple disabilities and deafblindness. #LowVisionAwarenessMonth https://***28",A***1,"['post', 'retweet', 'reply', 'quote']","[""tweet_A：RT @L***s: We are looking forward to the launch of our new #openaccess edited volume '#COVID19 in Southeast Asia' on 23 February! We'l..."", 'tweet_B：Fascinating and disturbing data examining the association between #COVID19 and long-term cardiac complications among @D***s patients in a large cohort study. Critical reminder of why #mitigation measures and #global vaccine equity matter. https://***Rj', 'tweet_C：This @H***s article describes #COVID19 self-test reporting mechanisms used in the CDC-NIH Say Yes! COVID Test program. More below about lessons learned and challenges that remain: https://***TV']","[""RT @L***s: We are looking forward to the launch of our new #openaccess edited volume '#COVID19 in Southeast Asia' on 23 February! We'l..."", 'Fascinating and disturbing data examining the association between #COVID19 and long-term cardiac complications among @D***s patients in a large cohort study. Critical reminder of why #mitigation measures and #global vaccine equity matter. https://***Rj', 'This @H***s article describes #COVID19 self-test reporting mechanisms used in the CDC-NIH Say Yes! COVID Test program. More below about lessons learned and challenges that remain: https://***TV', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['This collaborative survey investigated the impact of the COVID-19 pandemic on the education of children and youth with visual impairments, including those with multiple disabilities and deafblindness. #LowVisionAwarenessMonth https://***28', 'Over 70 new Covid cases in Shetland https://***nQ #CovidIsNotOver #ZeroCovid #JohnsonTheButcher #Covid19UK #democide #BorisTheButcher #ToryIncompetence #ToryCriminals #ToryCriminalsUnfitToGovern #ToriesOutNOW', 'मास्क के बिना उचित दूरी भी खतरनाक है क्योंकि इसमें संक्रमण का खतरा बना रहता है। PMBJP आपसे अपील करता है कि मास्क का नियमित उपयोग करें। मास्क के साथ 6 फ़ीट की दूरी ,कोरोना से बचने के लिए जरुरी है। #PMBJP #PMBI #BPPI #JanAushadhi #Covid-19 #Mask https://***2F', '-']",-,0,post,Supreme Court blocked Biden  s vaccine mandate for large employers. time：2022-01-13
t1493676964321837061,322807298,2022-02-15 20:01:54+00:00,Covid,Our custodial staff has been on the front lines keeping people safe during COVID-19. Meet some of the team members who help keep our buildings clean. https://***0X,post,-,Our custodial staff has been on the front lines keeping people safe during COVID-19. Meet some of the team members who help keep our buildings clean. https://***0X,N***S,"['post', 'retweet', 'reply', 'quote']","['tweet_A：Megan Geall - 21 @m***l discusses the challenges faced by uni graduates 📚Read here: https://***Z6 [#pandemic #Graduation #recession ]', 'tweet_B：Up next: Labor and employment attorneys will explore how the retail workforce has changed since the onset of the COVID-19 pandemic and provide guidance on some of the ways in-house lawyers can advise their Human Resource teams. https://***Yl #NRFLAWSUMMIT #CLE https://***v7', 'tweet_C：RT @C***D: 🧵This is the 6th thread dedicated to the precious children that have died from COVID-19 during this never-ending pandemic....']","['Megan Geall - 21 @m***l discusses the challenges faced by uni graduates 📚Read here: https://***Z6 [#pandemic #Graduation #recession ]', 'Up next: Labor and employment attorneys will explore how the retail workforce has changed since the onset of the COVID-19 pandemic and provide guidance on some of the ways in-house lawyers can advise their Human Resource teams. https://***Yl #NRFLAWSUMMIT #CLE https://***v7', 'RT @C***D: 🧵This is the 6th thread dedicated to the precious children that have died from COVID-19 during this never-ending pandemic....', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['Why do we keep unmasking prematurely?!? #covid19 Have we not learned our lesson over and over again to hold the course with something as easy as masking until we are clearly in the clear ?!', '""De vaccinerade är nu med största sannolikhet i majoritet i protesterna mot totalitarism över hela värden. De dubbel- och trippelvaccinerade har fått nog/Allt fler ser kopplingen mellan de experimentella mRNA-injektionerna och skador"". @n***g #coronavaccin #coronavirus', 'Our custodial staff has been on the front lines keeping people safe during COVID-19. Meet some of the team members who help keep our buildings clean. https://***0X', '-']",-,2,post,Supreme Court blocked Biden  s vaccine mandate for large employers. time：2022-01-13
t1499992689340780547,847178702,2022-03-05 06:18:20+00:00,Covid,RT @m***1: Am 5.3.2020 wurde die erste an Covid-19 verstorbene Person in der Schweiz gemeldet. Ca. 13'000 sollten ihr in den Tod folgen. D…,retweet,Am 5.3.2020 wurde die erste an Covid-19 verstorbene Person in der Schweiz gemeldet. Ca. 13'000 sollten ihr in den Tod folgen. Dazu gibt es unzählige weil ungezählte Langzeit- und für immer -Geschädigte. Und kein Ende in Sicht. #SwissCovidFail #IchLasseNichtLos,-,d***o,"['post', 'retweet', 'reply', 'quote']","['tweet_A：For every life lost in a rich country another four people have died in a poorer nation, 54% of all deaths caused by COVID-19 have been in low and lower middle- income countries, where 10.6 million people have died. #covid19 #Pharmaceuticals', 'tweet_B：RT @m***c: Please explain to me how, after evidence of widespread in-hospital transmission of #COVID19 – i.e. hospitals getting patients s...', ""tweet_C：Am 5.3.2020 wurde die erste an Covid-19 verstorbene Person in der Schweiz gemeldet. Ca. 13'000 sollten ihr in den Tod folgen. Dazu gibt es unzählige weil ungezählte Langzeit- und für immer -Geschädigte. Und kein Ende in Sicht. #SwissCovidFail #IchLasseNichtLos""]","['For every life lost in a rich country another four people have died in a poorer nation, 54% of all deaths caused by COVID-19 have been in low and lower middle- income countries, where 10.6 million people have died. #covid19 #Pharmaceuticals', 'RT @m***c: Please explain to me how, after evidence of widespread in-hospital transmission of #COVID19 – i.e. hospitals getting patients s...', ""Am 5.3.2020 wurde die erste an Covid-19 verstorbene Person in der Schweiz gemeldet. Ca. 13'000 sollten ihr in den Tod folgen. Dazu gibt es unzählige weil ungezählte Langzeit- und für immer -Geschädigte. Und kein Ende in Sicht. #SwissCovidFail #IchLasseNichtLos"", '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['""nearly 40% of rural parents reported that their child’s pediatrician did not recommend a COVID-19 vaccine, compared with only 8% of parents in urban communities"" https://***uM via @C***v', ""Johor polls: PKR's Gambir candidate out from Covid-19 quarantine on Saturday (March 5) https://***fQ https://***fQ"", 'World leaders have a chance to make the COVID-19 pandemic history. Will they take it? Via @P***n https://***m4', '-']",tweet_C,-,retweet,President Biden announced most Americans could return to normal activities in State of the Union address. time：2022-03-02
t1497785246540087296,283080534,2022-02-27 04:06:44+00:00,Covid,RT @W***M: LinkedIn lutte contre le Covid-19 à sa manière https://***oa,retweet,LinkedIn lutte contre le Covid-19 à sa manière https://***oa,-,O***V,"['post', 'retweet', 'reply', 'quote']","['tweet_A：Machine Vision Tech Revenue will Reach $36 Billion https://***34 - #AI #innovation #trends - ""The COVID-19 pandemic and the desire for digital business growth have led to the emergence of new use cases."" https://***RT', 'tweet_B：En #AméricaLatina hay 13 países con menos del 40% de sus poblaciones vacunadas contra la #COVID19 De ellos 10 son países de #ElCaribe https://***Xc', 'tweet_C：LinkedIn lutte contre le Covid-19 à sa manière https://***oa']","['Machine Vision Tech Revenue will Reach $36 Billion https://***34 - #AI #innovation #trends - ""The COVID-19 pandemic and the desire for digital business growth have led to the emergence of new use cases."" https://***RT', 'En #AméricaLatina hay 13 países con menos del 40% de sus poblaciones vacunadas contra la #COVID19 De ellos 10 son países de #ElCaribe https://***Xc', 'LinkedIn lutte contre le Covid-19 à sa manière https://***oa', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['¡El #VacunaWarma 🎉🥳💉 llegó al @C***u del @m***a de Santa Anita! Las brigadas de salud de la @D***e vacunaron contra la #COVID19 a niñas, niños y adultos. Sí, me vacuno. #ProtejoSuNiñez ✨ https://***r4', 'L’enseignement peut souvent être un métier très stressant, notamment en cette période de COVID-19. Voici quelques conseils pour vous aider à gérer votre anxiété et à réduire les effets du stress sur votre santé 👇.', 'There are two essential vaccines that you may need this winter ❄️- flu and COVID-19 booster 💉 Vaccines are the best way to protect yourself, friends and family from these dangerous viruses. Find out if you’re eligible now at https://***k3 https://***tZ', '-']",tweet_C,-,retweet,"CDC relaxed mask guidelines, with most Americans no longer needing to wear masks indoors. time：2022-02-25"
t1362549699606052866,284626595,2021-02-18 23:48:57+00:00,Covid,.@M***r says that Austin/Travis County will likely be resuming COVID-19 vaccinations this weekend. He said they will probably be increasing hours and locations for administering the vaccines to make up for the time lost this week in fighting the virus.,post,-,.@M***r says that Austin/Travis County will likely be resuming COVID-19 vaccinations this weekend. He said they will probably be increasing hours and locations for administering the vaccines to make up for the time lost this week in fighting the virus.,A***o,"['post', 'retweet', 'reply', 'quote']","['tweet_A：USDA, @U***A &amp; @C***v continue to emphasize that there is no credible evidence of food or food packaging associated with or as a likely source of viral transmission of SARS-CoV-2, the virus causing COVID-19 https://***QW', 'tweet_B：Ante la situación provocada por el #COVID19, el #teletrabajo para muchos #negocios no es una opción. ¿Cuál crees que es la clave para el éxito del trabajo en remoto? #Encuesta', 'tweet_C：WATCH LIVE: White House COVID-19 team and federal health officials hold briefing https://***xp https://***yw']","['USDA, @U***A &amp; @C***v continue to emphasize that there is no credible evidence of food or food packaging associated with or as a likely source of viral transmission of SARS-CoV-2, the virus causing COVID-19 https://***QW', 'Ante la situación provocada por el #COVID19, el #teletrabajo para muchos #negocios no es una opción. ¿Cuál crees que es la clave para el éxito del trabajo en remoto? #Encuesta', 'WATCH LIVE: White House COVID-19 team and federal health officials hold briefing https://***xp https://***yw', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['Restaurant workers in Massachusetts still aren’t eligible for the COVID-19 vaccine — but dining rooms throughout the Commonwealth are still very much open for business https://***TK https://***ss', 'Looking for #h1btransfer ? Please contact abhi@i***a.com, 727-488-9774 for job/placement assistance. #contact #contact #h1b #greencard #immigration #transfer #usajobs #h1b #requirement #requirements #mnc #usa2020 #usajobs #covid19usa https://***Z2', '.@M***r says that Austin/Travis County will likely be resuming COVID-19 vaccinations this weekend. He said they will probably be increasing hours and locations for administering the vaccines to make up for the time lost this week in fighting the virus.', '-']",-,2,post,"U.S. COVID-19 deaths surpassed 400,000. time：2021-01-22"
