id,author_id,created_at,event_type,text,action,objec_tw,post_content,username,action_option,tweet_page,tweet_option,tweet_option_2,content_option,action_object_answer,action_content_answer,action_type_answer,trigger_news
t1283677946100809729,7587032,2020-07-16 08:20:46+00:00,BlackLivesMatter,"""We aren't taking down a statue of a Black Lives Matter protester, we're taking down the work of an artist who erected it without permission.""  Bristol's Mayor explains why a sculpture of BLM supporter Jen Reid has been removed by the council.  #KayBurley:  ",post,-,"""We aren't taking down a statue of a Black Lives Matter protester, we're taking down the work of an artist who erected it without permission."" Bristol's Mayor explains why a sculpture of BLM supporter Jen Reid has been removed by the council. #KayBurley: https://***XW https://***X2",S***s,"['post', 'retweet', 'reply', 'quote']","[""tweet_A：RT @M***n: Ted Landsmark on Boston's Civil Rights Movements: From Busing to Black Lives Matter \u2066@K***s\u2069 \u2066@S***l\u2069 https:..."", 'tweet_B：RT @s***y: Black Lives Matter started a riot in this Dallas establishment with the sole purpose of creating chaos and anarchy. They wre...', 'tweet_C：RT @j***l: AT&amp;T, Google, Comcast, Target, Best Buy, Fed Ex, and Sony all put out pretty little statements about how Black lives matter...']","[""RT @M***n: Ted Landsmark on Boston's Civil Rights Movements: From Busing to Black Lives Matter \u2066@K***s\u2069 \u2066@S***l\u2069 https:..."", 'RT @s***y: Black Lives Matter started a riot in this Dallas establishment with the sole purpose of creating chaos and anarchy. They wre...', 'RT @j***l: AT&amp;T, Google, Comcast, Target, Best Buy, Fed Ex, and Sony all put out pretty little statements about how Black lives matter...', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","[""Mr. President of the Board, this is not about you or what you've done. It's about justice. ‘A Slap in the Face’: N.Y. Town Rejects Black Lives Matter Painting https://***8F"", '""We aren\'t taking down a statue of a Black Lives Matter protester, we\'re taking down the work of an artist who erected it without permission."" Bristol\'s Mayor explains why a sculpture of BLM supporter Jen Reid has been removed by the council. #KayBurley: https://***XW https://***X2', 'Edward Colston statue replaced by sculpture of Black Lives Matter protester https://***lY', '-']",-,1,post,Rayshard Brooks was shot and killed by Atlanta police in a Wendy  s parking lot. time：2020-06-12
t1461789776776937477,1101626341,2021-11-19 20:13:36+00:00,BlackLivesMatter,"A stark reminder that white supremacy is deeply rooted in our justice system.  Today, justice was denied to those who were killed while protesting police violence.  We stand w/ our Black brothers &amp; sisters &amp; the victims’ families in our shared fight for justice. #BlackLivesMatter ",post,-,"A stark reminder that white supremacy is deeply rooted in our justice system. Today, justice was denied to those who were killed while protesting police violence. We stand w/ our Black brothers &amp; sisters &amp; the victims’ families in our shared fight for justice. #BlackLivesMatter https://***La",M***C,"['post', 'retweet', 'reply', 'quote']","[""tweet_A：Until racism is taken seriously, we won't stop talking about it. Powerful video from @B***y #Racism #BlackLivesMatter https://***UB"", 'tweet_B：Is it time for the Liberal Democrats to admit that they\'re institutionally racist? &gt;&gt; ""Diversity campaigners working to improve BAME representation within the Lib Dems have accused the party of starving them of funding"" https://***jR #LibDems #racism #BlackLivesMatter', 'tweet_C：Nurses are alarmed at the message emerging from the acquittal of right-wing vigilante Kyle Rittenhouse for killing two people and wounding another during a #BlackLivesMatter protest last year following the police shooting of #JacobBlake. https://***hs']","[""Until racism is taken seriously, we won't stop talking about it. Powerful video from @B***y #Racism #BlackLivesMatter https://***UB"", 'Is it time for the Liberal Democrats to admit that they\'re institutionally racist? &gt;&gt; ""Diversity campaigners working to improve BAME representation within the Lib Dems have accused the party of starving them of funding"" https://***jR #LibDems #racism #BlackLivesMatter', 'Nurses are alarmed at the message emerging from the acquittal of right-wing vigilante Kyle Rittenhouse for killing two people and wounding another during a #BlackLivesMatter protest last year following the police shooting of #JacobBlake. https://***hs', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['""we all African stand together #BlackLivesMatter #Ethiopia #Nomore #EritreaPrevails #EthiopiaPrevails https://***0T', 'A stark reminder that white supremacy is deeply rooted in our justice system. Today, justice was denied to those who were killed while protesting police violence. We stand w/ our Black brothers &amp; sisters &amp; the victims’ families in our shared fight for justice. #BlackLivesMatter https://***La', 'When #minorities unite we become #themajority - fund mental health organizations to respond to cases that law enforcement clearly CAN‘T handle. RIP #ChristianHall 💔😡 #AsianHate #MinoritiesUnite #BlackLivesMatter https://***zt', '-']",-,1,post,Kyle Rittenhouse was acquitted of all charges in the Kenosha shootings. time：2021-11-19
t1266379758964596736,323795094,2020-05-29 14:43:57+00:00,BlackLivesMatter,RT @tpwkhollands: A THREAD OF WHAT YOU CAN DO TO HELP #BlackLivesMatter,retweet,A THREAD OF WHAT YOU CAN DO TO HELP #BlackLivesMatter,-,a***n,"['post', 'retweet', 'reply', 'quote']","['tweet_A：@6***n @g***s trend pls #BlackLivesMatter', 'tweet_B：A THREAD OF WHAT YOU CAN DO TO HELP #BlackLivesMatter', 'tweet_C：RT @A***l: #JusticeForGeorgeFloyd #BlackLivesMatter https://***kf']","['@6***n @g***s trend pls #BlackLivesMatter', 'A THREAD OF WHAT YOU CAN DO TO HELP #BlackLivesMatter', 'RT @A***l: #JusticeForGeorgeFloyd #BlackLivesMatter https://***kf', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['This is the world we live in...✊🏾🖤#BlackLivesMatter #GeorgeFloyd #icantbreathe https://***GK', '#BlackLivesMatter https://***61', 'Black Lives Matter #BlackLivesMatter', '-']",tweet_B,-,retweet,"On May 29, four days after Floyd  s death, Chauvin was arrested and charged with third-degree murder and second-degree manslaughter. time：2020-05-29"
t1271495019015389185,178550740,2020-06-12 17:30:10+00:00,BlackLivesMatter,"It's crucial that #leaders don't stay silent on the topic of #BlackLivesMatter. At the very least, we must use our platforms to garner awareness and educate ourselves and others. Here's an article I'm referring to for resources that support the cause. ",post,-,"It's crucial that #leaders don't stay silent on the topic of #BlackLivesMatter. At the very least, we must use our platforms to garner awareness and educate ourselves and others. Here's an article I'm referring to for resources that support the cause. https://***Bl",E***L,"['post', 'retweet', 'reply', 'quote']","['tweet_A：#BlackLivesMatterSomaliland https://***BB', 'tweet_B：RT @C***t: Black Lives Matter and the fight against the US empire are one and the same. Read more here: https://***bL', ""tweet_C：Sorry my earlier tweets weren't clear &amp; I feel its important that you read it in full. Thanks Geoff! #BlackLivesMatter #noreasonjustpassion @L***r https://***Iv""]","['#BlackLivesMatterSomaliland https://***BB', 'RT @C***t: Black Lives Matter and the fight against the US empire are one and the same. Read more here: https://***bL', ""Sorry my earlier tweets weren't clear &amp; I feel its important that you read it in full. Thanks Geoff! #BlackLivesMatter #noreasonjustpassion @L***r https://***Iv"", '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['For #BlackLivesMatter and for all other protests the best slogan is this one. And all these will never end in 2020s. So I got my suit for these gatherings. (Got it from here: https://***yb ) https://***Cl', ""It's crucial that #leaders don't stay silent on the topic of #BlackLivesMatter. At the very least, we must use our platforms to garner awareness and educate ourselves and others. Here's an article I'm referring to for resources that support the cause. https://***Bl"", 'Proud to have been a part of this initiative with @S***M @K***o @e***f @S***i and others. For those of us working in #health, it is not enough to be not #racist, but we must be #antiracist. #blacklivesmatter #SDOH https://***mk', '-']",-,1,post,Rayshard Brooks was shot and killed by Atlanta police in a Wendy  s parking lot. time：2020-06-12
t1495216703332040705,1729193269,2022-02-20 02:00:16+00:00,BlackLivesMatter,"RT @ugotGod: 🏀⛹🏾‍♀️ 🌍 🎉✨👸🏾🤴🏾✨🎊 #BlackLivesMatter #CLE🌇 #ThisIsCLE🏙 #NBAALLSTAR NBA ALL-STAR #Weekend 2022, #Cleveland🌃 #NBAAllStar #NBA2K22…",retweet,"🏀⛹🏾‍♀️ 🌍 🎉✨👸🏾🤴🏾✨🎊 #BlackLivesMatter #CLE🌇 #ThisIsCLE🏙 #NBAALLSTAR NBA ALL-STAR #Weekend 2022, #Cleveland🌃 #NBAAllStar #NBA2K22 #NBA75 #NBATwitter #LetEmKnow https://***0K",-,J***6,"['post', 'retweet', 'reply', 'quote']","['tweet_A：🏃🏾♂️🏊🏾🏋🏾🧘🏾♂️🎾The Color of LOVE💪🏾#coachreemy #ntc #nrc #tennis #stayfit #staystrong #running #music #swimming #yoga #manchinandsinemaaretraitors #blacklivesmatter #votingrights #blackvotersmatter #Rafa #getvaccinated #StarvingForVotingRights #fuckjoemanchin #ImStillWithHer https://***r5', ""tweet_B：Taking our all-new 2022 @F***1 beast for a drive. 👊 Ride onboard for @L***n's very first lap in the W13! https://***Qz"", 'tweet_C：🏀⛹🏾♀️ 🌍 🎉✨👸🏾🤴🏾✨🎊 #BlackLivesMatter #CLE🌇 #ThisIsCLE🏙 #NBAALLSTAR NBA ALL-STAR #Weekend 2022, #Cleveland🌃 #NBAAllStar #NBA2K22 #NBA75 #NBATwitter #LetEmKnow https://***0K']","['🏃🏾♂️🏊🏾🏋🏾🧘🏾♂️🎾The Color of LOVE💪🏾#coachreemy #ntc #nrc #tennis #stayfit #staystrong #running #music #swimming #yoga #manchinandsinemaaretraitors #blacklivesmatter #votingrights #blackvotersmatter #Rafa #getvaccinated #StarvingForVotingRights #fuckjoemanchin #ImStillWithHer https://***r5', ""Taking our all-new 2022 @F***1 beast for a drive. 👊 Ride onboard for @L***n's very first lap in the W13! https://***Qz"", '🏀⛹🏾♀️ 🌍 🎉✨👸🏾🤴🏾✨🎊 #BlackLivesMatter #CLE🌇 #ThisIsCLE🏙 #NBAALLSTAR NBA ALL-STAR #Weekend 2022, #Cleveland🌃 #NBAAllStar #NBA2K22 #NBA75 #NBATwitter #LetEmKnow https://***0K', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['https://***Kz #blm #BlackLivesMatter #Share #sign #help #support #awareness #blacklivesstillmatter #spread #donate #resource #BeKind #care #spreadlove #heal #love #kindness #life #petition #petitions #world #bethere #holidays #holidaycheer #bekind #helpout #now #PLEASE', '🚀foguete do tipo nasa — uma fancam do #W13 🏎 ▪🏁 #FIA #F1 #FaustaoNaBand #JN #SirPATRON44 #TEAMLH #WeStandWithLewisHamilton #WSL #mercedesf1 #TotoWolff #MercedesW13 #MercedesAMGF1 #OpatrãoTáON #F1naBand #BlackLivesMatter #NFL #wslnosportv #WSLBrasil https://***os https://***5w', '@f***a 1️⃣3️⃣URGENTE #CPIdaCOVID #ArasOmisso #JN #FIA #F1 #TeamLH44 #WSL #BlackLivesMatter #NFL #FaustaoNaBand #BBB22 #F1NaBand #MercedesAMG #ShowDoEsporte @C***B @G***r @L***l @K***r @p***l @g***i @T***e @d***r 🚩#SDVESQUERDA https://***NL', '-']",tweet_C,-,retweet,Kimberly Potter was convicted of manslaughter in the death of Daunte Wright. time：2021-12-23
t1493988488391368707,194663999,2022-02-16 16:39:47+00:00,BlackLivesMatter,FRIDAY @ 12:00 P.M. ET: There’s still time to register for the next installment of our Beyond Redlining Webinar Series! Join us for a discussion about the intersections of #BlackLivesMatter and community development.  Register HERE ➡️  ,post,-,FRIDAY @ 12:00 P.M. ET: There’s still time to register for the next installment of our Beyond Redlining Webinar Series! Join us for a discussion about the intersections of #BlackLivesMatter and community development. Register HERE ➡️ https://***5t https://***Mu,A***J,"['post', 'retweet', 'reply', 'quote']","['tweet_A：https://***Ng RT-8 #blackandproud #imblackandimproud #BlackTwitter #racism #blackamericaweb #WhitePrivilege #BlackLivesMatter #DonLemon #WeAreBetterThanThis #leftwing', 'tweet_B：@L***5 https://***5A https://***pn https://***5t https://***aY Caged and Locked #BlackLivesMatter #blackbooksmatter #blackauthors #shopblack #BuyBlack #blackownedbusiness #blackbusinessesmatter #buyblackowned https://***Nq', 'tweet_C：RT @i***n: Twitter-Can you do your thing? #bluelivesmatter Fundraiser by Erik Gantert : Tpr. Chris Haywood On-Duty Injury Fund \u2066@B...']","['https://***Ng RT-8 #blackandproud #imblackandimproud #BlackTwitter #racism #blackamericaweb #WhitePrivilege #BlackLivesMatter #DonLemon #WeAreBetterThanThis #leftwing', '@L***5 https://***5A https://***pn https://***5t https://***aY Caged and Locked #BlackLivesMatter #blackbooksmatter #blackauthors #shopblack #BuyBlack #blackownedbusiness #blackbusinessesmatter #buyblackowned https://***Nq', 'RT @i***n: Twitter-Can you do your thing? #bluelivesmatter Fundraiser by Erik Gantert : Tpr. Chris Haywood On-Duty Injury Fund \u2066@B...', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['#BBCWorld #FoxNews Sooo who’s on the halftime show with Snoop? #SuperBowl #BlackLivesMatterUK #BlackLivesMatter #CNN #MurdochGutterMedia #BlackTwitter #JohnsonOut22 #london #SnoopDogg #OttawaStrong #accuweather #bbcweather #weatherchannel #msnbc https://***KD', ""You cannot universalize your 'minority group' victimhood to justify your #Hate , #exploitation and #Oppression of other people. #BlackLivesMatter #BlackHistoryMonth #CRT https://***Ws"", 'FRIDAY @ 12:00 P.M. ET: There’s still time to register for the next installment of our Beyond Redlining Webinar Series! Join us for a discussion about the intersections of #BlackLivesMatter and community development. Register HERE ➡️ https://***5t https://***Mu', '-']",-,2,post,Kimberly Potter was convicted of manslaughter in the death of Daunte Wright. time：2021-12-23
t1478776415763976194,35444713,2022-01-05 17:12:26+00:00,BlackLivesMatter,Big defeat for government and police as #colston4 acquitted of criminal damage for pulling down slavers statue #NoJusticeNoPeace #BlackLivesMatter @STWuk @bristolpa @pplsassembly Congratulations to the 4 and their supporters,post,-,Big defeat for government and police as #colston4 acquitted of criminal damage for pulling down slavers statue #NoJusticeNoPeace #BlackLivesMatter @S***k @b***a @p***y Congratulations to the 4 and their supporters,L***n,"['post', 'retweet', 'reply', 'quote']","['tweet_A：Screen/follow everyone who LIKES &amp; RETWEETS this 🍴☕️🌊 #drcole #BLM Until black lives matter, no lives matter.', 'tweet_B：“It’s just cool to trust your process, whatever it is!” -Brick Howze 🎧Listen to the latest episode of The Kurty D Show: https://***2L #inclusivity #blacklivesmatter #music #hiphop #streetculture #hollywood #beachwoodcanyon #surf #ocean #makingwaves #TheKurtyDShow https://***ZM', 'tweet_C：🏃🏾♂️🏊🏾🏋🏾🧘🏾♂️🎾The Color of LOVE💪🏾#coachreemy #ntc #nrc #tennis #stayfit #staystrong #running #music #swimming #yoga #manchinandsinemaaretraitors #blacklivesmatter #votingrights #blackvotersmatter #JustDoIt #getvaccinated #StarvingForVotingRights #fuckjoemanchin #buildbackbetter https://***B1']","['Screen/follow everyone who LIKES &amp; RETWEETS this 🍴☕️🌊 #drcole #BLM Until black lives matter, no lives matter.', '“It’s just cool to trust your process, whatever it is!” -Brick Howze 🎧Listen to the latest episode of The Kurty D Show: https://***2L #inclusivity #blacklivesmatter #music #hiphop #streetculture #hollywood #beachwoodcanyon #surf #ocean #makingwaves #TheKurtyDShow https://***ZM', '🏃🏾♂️🏊🏾🏋🏾🧘🏾♂️🎾The Color of LOVE💪🏾#coachreemy #ntc #nrc #tennis #stayfit #staystrong #running #music #swimming #yoga #manchinandsinemaaretraitors #blacklivesmatter #votingrights #blackvotersmatter #JustDoIt #getvaccinated #StarvingForVotingRights #fuckjoemanchin #buildbackbetter https://***B1', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","[""New year, same priorities. In 2022 — and always — we stand for a world where: ✔️ #RefugeesWelcome – always. ✔️ Seeking asylum is a human right. ✔️ No human being is illegal. ✔️ Women's rights are human rights. ✔️ Black lives matter. RT if you stand with us. ✊ https://***8W"", 'Big defeat for government and police as #colston4 acquitted of criminal damage for pulling down slavers statue #NoJusticeNoPeace #BlackLivesMatter @S***k @b***a @p***y Congratulations to the 4 and their supporters', ""Reporter Blames Snowstorm On 'Black Lives Matter' https://***Ds"", '-']",-,1,post,Kimberly Potter was convicted of manslaughter in the death of Daunte Wright. time：2021-12-23
t1494989889774968832,1196839873992445953,2022-02-19 10:58:59+00:00,BlackLivesMatter,A Founder of The Movement on Black Lives Matter COINTEL PRO   #blacknews #blackpolitics  #blackmedia,post,-,A Founder of The Movement on Black Lives Matter COINTEL PRO https://***8F #blacknews #blackpolitics #blackmedia,a***s,"['post', 'retweet', 'reply', 'quote']","['tweet_A：@p***e #AllLivesMatter #UnityNotDivision #GodLovesEveryone #LoveOneAnother', 'tweet_B：RT @s***t: Black Lives Matter bailing out an extremist who tried to murder a political opponent.', 'tweet_C：#BlackHistoryMonth #BlackLivesMatter #MLKDAY #ScholarAlerts https://***lV']","['@p***e #AllLivesMatter #UnityNotDivision #GodLovesEveryone #LoveOneAnother', 'RT @s***t: Black Lives Matter bailing out an extremist who tried to murder a political opponent.', '#BlackHistoryMonth #BlackLivesMatter #MLKDAY #ScholarAlerts https://***lV', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['Just incase you were in a mess Friday night for the Sabbath due to a lack of preparation inability to surrender to Jesus, cares of this world &amp; deceitfulness of riches... #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow https://***V6', 'A Founder of The Movement on Black Lives Matter COINTEL PRO https://***8F #blacknews #blackpolitics #blackmedia', 'Thu Jul 30 2020 Portland, Oregon - Officer shoots at protesters without apparent cause WATCH: https://***6v #PortlandOregon #PPD #blacklivesmatter #blm #defundthepolice #abolishthepolice', '-']",-,1,post,Kimberly Potter was convicted of manslaughter in the death of Daunte Wright. time：2021-12-23
t1276934339603894274,2397005299,2020-06-27 17:44:05+00:00,BlackLivesMatter,"I am a @UNC alum, but today am a big fan of Coach K #blacklivesmatter ",post,-,"I am a @U***C alum, but today am a big fan of Coach K #blacklivesmatter https://***xb",J***s,"['post', 'retweet', 'reply', 'quote']","['tweet_A：RT @k***d: I’ve read 2 stories in the last 2 days about little girls who wrote “black lives matter” in front of their houses. Both...', 'tweet_B：Honored to contribute to this important panel discussion next Thursday. Registration info below. Black Lives Matter and Neuroscience: Why This Moment Matters https://***sh', 'tweet_C：""Black Lives Matter. We should be sayin it everyday."" Coach K with a powerful PSA 🗣 (via @D***B) https://***XL']","['RT @k***d: I’ve read 2 stories in the last 2 days about little girls who wrote “black lives matter” in front of their houses. Both...', 'Honored to contribute to this important panel discussion next Thursday. Registration info below. Black Lives Matter and Neuroscience: Why This Moment Matters https://***sh', '""Black Lives Matter. We should be sayin it everyday."" Coach K with a powerful PSA 🗣 (via @D***B) https://***XL', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['Interview on @S***s this morning with @V***e great interviewer https://***Wf #BlackLivesMatter #Blacklivelihoodsmatter @B***C @B***k 300 Race at Work Charter signatories. Time for Mandatory Ethnicity Pay Gap reporting', '💯with this 👇 ""In 2003, the County of Los Angeles in California asked that manufacturers, suppliers and contractors stop using ""master"" and ""slave"" terminology on products"" #blacklivesmatters ✊🏿 https://***Mt', 'I am a @U***C alum, but today am a big fan of Coach K #blacklivesmatter https://***xb', '-']",-,2,post,Rayshard Brooks was shot and killed by Atlanta police in a Wendy  s parking lot. time：2020-06-12
t1496201300333449216,1248117884535975937,2022-02-22 19:12:42+00:00,BlackLivesMatter,"RT @ShrirangaPV: Twitter slaps India yet again.   #BlackLivesMatter  #MuslimLivesMatter  @Twitter, @TwitterIndia what about   #HinduLives??…",retweet,"Twitter slaps India yet again. #BlackLivesMatter #MuslimLivesMatter @T***r, @T***a what about #HinduLives?? https://***wr",-,i***o,"['post', 'retweet', 'reply', 'quote']","['tweet_A：@N***P #BlackLivesMatter #Blackhistorymonth2022 #blackhistory #blackhistory365 #metootheatre #metoomovement #BlackGirlTragic #BlackGirlTragic #blackgirlscode prevents us from being pious, faithful to YAHWEH YAHSHUA HOLY SPIRIT according to my experience check out the video', 'tweet_B：Twitter slaps India yet again. #BlackLivesMatter #MuslimLivesMatter @T***r, @T***a what about #HinduLives?? https://***wr', 'tweet_C：They were marching for Amir Locke. Black Lives Matter. #Portland #BLM #AmirLocke #SayHisName https://***nz']","['@N***P #BlackLivesMatter #Blackhistorymonth2022 #blackhistory #blackhistory365 #metootheatre #metoomovement #BlackGirlTragic #BlackGirlTragic #blackgirlscode prevents us from being pious, faithful to YAHWEH YAHSHUA HOLY SPIRIT according to my experience check out the video', 'Twitter slaps India yet again. #BlackLivesMatter #MuslimLivesMatter @T***r, @T***a what about #HinduLives?? https://***wr', 'They were marching for Amir Locke. Black Lives Matter. #Portland #BLM #AmirLocke #SayHisName https://***nz', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['Lots of new followers! I’ll introduce myself: I’m a Border Studies scholar (specifically US-Mexico border), a mama to two boys under 5, a tenure track faculty, and a Chicana that is pro-vax &amp; mask and believes that Black Lives Matter. I tweet a lot about all these things.', '@J***u @I***B #ClintonPedoRing #clintonISrape #HitleryForPrison #HitleryClitery #Hitlerybyebye #HeilHitlery #HitleryPedoRing #NoVax #UnVaxxed #AntiVax #NoVaxDjoCovid #UnVaxxed #VaxFraud #VaxOff #imprisonBLMterroristsNOW #BLMracistTHIEVES #BLMisMURDER #BLMsorosFUNDED #AllLivesMatter https://***dQ', 'This reality is daunting. Always think how many believed that we could beat #Covid. Now we have to learn to live with #Covid. Drag. #MondayThoughts #MondayMotivation #WritingCommunity #BlackLivesMatter #amwriting #amwritingfiction #KindnessMatters #StrongerTogether #Resist https://***mT', '-']",tweet_B,-,retweet,Kimberly Potter was convicted of manslaughter in the death of Daunte Wright. time：2021-12-23
t1274042731468410880,4270978754,2020-06-19 18:13:52+00:00,BlackLivesMatter,We are fully committed to addressing the inequalities and injustices that surround us and to being part of the solution to create meaningful change. #BlackLivesMatter #Juneteenth  ,post,-,We are fully committed to addressing the inequalities and injustices that surround us and to being part of the solution to create meaningful change. #BlackLivesMatter #Juneteenth https://***vV https://***hU,L***e,"['post', 'retweet', 'reply', 'quote']","['tweet_A：Reflecting on the enduring history and celebrating progress! #JUNETEENTH2020 #BlackLivesMatter https://***3w', 'tweet_B：Decided to paint today ✊🏾🖤 #blacklivesmatter #allweneedisequalityforall @ Wakefield https://***IY', 'tweet_C：I can’t stress enough how much of a must-read this is. Those hoping to understand the ways in which police, politics, and the courts interact to jeopardize Black lives should pick this up immediately. https://***aU']","['Reflecting on the enduring history and celebrating progress! #JUNETEENTH2020 #BlackLivesMatter https://***3w', 'Decided to paint today ✊🏾🖤 #blacklivesmatter #allweneedisequalityforall @ Wakefield https://***IY', 'I can’t stress enough how much of a must-read this is. Those hoping to understand the ways in which police, politics, and the courts interact to jeopardize Black lives should pick this up immediately. https://***aU', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['@l***r wrote an important article about the murder of a local Tallahassee BLM activist. Oluwatoyin Salau should not be forgotten, nor should her beliefs be silenced even in the wake of her death. #salau #BlackLivesMatter #OluwatoyinSalau #BLMprotest https://***5S', 'We are fully committed to addressing the inequalities and injustices that surround us and to being part of the solution to create meaningful change. #BlackLivesMatter #Juneteenth https://***vV https://***hU', ""This week's #TEDspire discusses ways in which we can create a better society and how to overcome our racial biases, lets take a look - https://***kb #BlackLivesMatter https://***65"", '-']",-,1,post,Rayshard Brooks was shot and killed by Atlanta police in a Wendy  s parking lot. time：2020-06-12
t1281133056561012737,185130057,2020-07-09 07:48:17+00:00,BlackLivesMatter,"5th CCA Solidarity Symposium ""Race, Communication &amp; Decolonial Futures.  Watch our 5th CCA Solidarity Symposium ""Race, Communication and Decolonial Futures"". Program starts at 14 minutes into the video after welcome music and slideshow. #BlackLivesMatter",post,-,"5th CCA Solidarity Symposium ""Race, Communication &amp; Decolonial Futures. https://***0F Watch our 5th CCA Solidarity Symposium ""Race, Communication and Decolonial Futures"". Program starts at 14 minutes into the video after welcome music and slideshow. #BlackLivesMatter",j***u,"['post', 'retweet', 'reply', 'quote']","['tweet_A：RT @R***r: Black Lives Matter: 80 Years of Black Americans’ Public Opinion and How the U.S. Public Views Black America https://***q...', 'tweet_B：RT @a***_: #Autistic &amp; #Disability Rights Activist @B***h #BlackLivesMatter #BlackAutisticLivesMatter #AutisticWhileBlack...', 'tweet_C：Found this stuck in my car windscreen wiper. A nice - and intriguing - touch as we enter Day 68 of the Government’s boycott of \u2066@G***B\u2069 for asking them tough questions about their shambolic handling of the coronavirus crisis. 👇 https://***C6']","['RT @R***r: Black Lives Matter: 80 Years of Black Americans’ Public Opinion and How the U.S. Public Views Black America https://***q...', 'RT @a***_: #Autistic &amp; #Disability Rights Activist @B***h #BlackLivesMatter #BlackAutisticLivesMatter #AutisticWhileBlack...', 'Found this stuck in my car windscreen wiper. A nice - and intriguing - touch as we enter Day 68 of the Government’s boycott of \u2066@G***B\u2069 for asking them tough questions about their shambolic handling of the coronavirus crisis. 👇 https://***C6', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['NYC to start painting Black Lives Matter mural outside Trump Tower https://***W4 https://***a4', '5th CCA Solidarity Symposium ""Race, Communication &amp; Decolonial Futures. https://***0F Watch our 5th CCA Solidarity Symposium ""Race, Communication and Decolonial Futures"". Program starts at 14 minutes into the video after welcome music and slideshow. #BlackLivesMatter', 'The comment made on the @3***t kit did not mean that our players will not be showing their support for the #BlackLivesMatter movement. We are working on creative ideas to incorporate BLM into the kit &amp; our will to add our voice to this very important &amp; necessary conversation. https://***oU', '-']",-,1,post,Rayshard Brooks was shot and killed by Atlanta police in a Wendy  s parking lot. time：2020-06-12
t1491094879514075139,126785919,2022-02-08 17:01:37+00:00,BlackLivesMatter,WAKE UP!!! (SPREAD LOVE ) @jAmilhOneSty x krazyfingaz feat. RELL Click link below  fist #blacklivesmatter #nojusticenopeace #jamilhonesty #krazyfingaz #blackpower #hiphopsoul #boombaphiphop #rell #soulmusic #icantbreathe,post,-,WAKE UP!!! (SPREAD LOVE ) @j***y x krazyfingaz feat. RELL Click link below https://***qq fist #blacklivesmatter #nojusticenopeace #jamilhonesty #krazyfingaz #blackpower #hiphopsoul #boombaphiphop #rell #soulmusic #icantbreathe,j***y,"['post', 'retweet', 'reply', 'quote']","['tweet_A：Black Lives Matter chapter founder convicted of illegally voting, given 6-year prison term https://***bp', 'tweet_B：RT @K***h: Racial capitalism means brands like Spotify will sell us curated Black History Month and Black Lives Matter playlists......', 'tweet_C：RT @g***e: #Republikaner werten Erstürmung des #Kapitol s als Meinungsäußerung. Nach dieser Logik waren doch auch nur #BlackLivesMatter...']","['Black Lives Matter chapter founder convicted of illegally voting, given 6-year prison term https://***bp', 'RT @K***h: Racial capitalism means brands like Spotify will sell us curated Black History Month and Black Lives Matter playlists......', 'RT @g***e: #Republikaner werten Erstürmung des #Kapitol s als Meinungsäußerung. Nach dieser Logik waren doch auch nur #BlackLivesMatter...', '-']","['tweet_A', 'tweet_B', 'tweet_C', '-']","['This afternoon, we joined the community demanding #JusticeForAmirLocke. #BlackLivesMatter https://***I1', 'I know #AmirLocke was 22, but in my eyes he was still a kid. An adult kid, and that is both my personal and professional opinion. The Minneapolis Police executed a kid, and then lied about it, and thought they could get away with it because he was Black.', 'WAKE UP!!! (SPREAD LOVE ) @j***y x krazyfingaz feat. RELL Click link below https://***qq fist #blacklivesmatter #nojusticenopeace #jamilhonesty #krazyfingaz #blackpower #hiphopsoul #boombaphiphop #rell #soulmusic #icantbreathe', '-']",-,2,post,Kimberly Potter was convicted of manslaughter in the death of Daunte Wright. time：2021-12-23
