id,author_id,created_at,event_type,username,action_content,content_option,action_object_answer,action_content_answer,action_type_answer
t0465,u2764,2020-06-02 04:42:21+00:00,BlackLivesMatter,c***n,Chicago Shakedown condemns White Supremacy and racism. We believe Black Lives Matter.,"['Anti Racism Resources for white people and honestly for other non-black people of color who want to learn as well: https://***jS BLACK LIVES MATTER. #BlackOutTuesday (3/3)', 'Chicago Shakedown condemns White Supremacy and racism. We believe Black Lives Matter.', 'Tonight @B***l will be joining Council’s around the UK in lighting up our Buildings in Purple in solidarity calling for #JusticeForGeorgeFloyd and sharing our heartfelt condolences and 🙏🏾 with his family and the @C***s #BlackLivesMatter @C***y https://***LP', '-']",-,content_B,post
t3427,u1779,2022-02-24 02:21:29+00:00,BlackLivesMatter,m***y,-,"['Today, I pray for ...love in the face of hate. ...protection over the Black community. ...peace that passes all understanding. Rest in power, Ahmaud Arbery. The fight continues. ✊🏾💞 #SayHisName #BlackLivesMatter https://***VV', 'Support #indieauthor #bookstore #indiebooks #BookBangs #readerscommunity #booklove #BookBoost #Books #twt #WritingCommunity #BlackLivesMatter #WednesdayMotivation #Wednesdaythought @M***r @L***1 @B***m @M***s... https://***1Z', 'And let’s not forget that the justice department tried to shut down the hate crime trial with a plea deal against the wishes of the family. At every level black folk have to fight for the legal recognition that #BlackLivesMatter.', '-']",tweet_B,-,retweet
t2548,u0946,2022-02-10 00:23:49+00:00,BlackLivesMatter,r***v,The Black swimmer was briefly barred because she refused to change her Black Lives Matter swimsuit. https://***za,"['Companies like Starbucks claim to believe Black Lives Matter -- until black workers start organizing unions. https://***WG', 'Beautiful moment Rochas Okorocha and Gov Uzodinma hug and shake hands at a function in Abuja Read more: https://***v9 #imostate #imostategovernment #nigeriagovernment #nigerianews #ibadan #realhotgirlverified #ASUUstrike #dukeoil #cuppy #mrbayo #blacklivesmatter https://***ca', 'The Black swimmer was briefly barred because she refused to change her Black Lives Matter swimsuit. https://***za', '-']",-,content_C,post
t0624,u0194,2020-06-19 21:23:12+00:00,BlackLivesMatter,O***7,Juneteenth is the oldest nationally celebrated commemoration of the ending of slavery in the United States. ✊🏾✊🏿✊🏼#blacklivesmatter #Juneteenth https://***x4,"['Today! #DefundThePolice #AbolishThePolice #BlackLivesMatter #JuneteenthDay', 'Juneteenth is the oldest nationally celebrated commemoration of the ending of slavery in the United States. ✊🏾✊🏿✊🏼#blacklivesmatter #Juneteenth https://***x4', 'Reading #animalfarm got me thinking ""All lives matter But some matter than others"" The rules of the system #BlackLivesMatter @J***a', '-']",-,content_B,post
t2110,u0554,2022-01-08 10:24:28+00:00,BlackLivesMatter,D***1,Some minimal justice for an atrocious murder. #BlackLivesMatter https://***2h,"['The Black Lives Matter movement caused many to question their privilege. @c***t reports that some white congregations are now paying ""royalties"" to a non-profit, to sing Negro spirituals. https://***h1', 'Some minimal justice for an atrocious murder. #BlackLivesMatter https://***2h', 'Justice for #AhmaudArbery . Praying his soul continues to rest in perfect peace and that his family find a little console in this sad victory.I also hope that this reminds all that #BlackLivesMatter', '-']",-,content_B,post
t0421,u2981,2020-05-31 12:00:23+00:00,BlackLivesMatter,a***u,"Drawing the line between your voice being relevant, virtue signalling, and being complicit is tricky from the bizarre place of white-adjacent privilege I occupy. But this time I care too much to get hung up on it, solidarity is power. #BlackLivesMatter","['Drawing the line between your voice being relevant, virtue signalling, and being complicit is tricky from the bizarre place of white-adjacent privilege I occupy. But this time I care too much to get hung up on it, solidarity is power. #BlackLivesMatter', 'We stand on the side of justice. Black Lives Matter. Take action now in the links below. #BlackLivesMatter https://***BF', '#BlackLivesMatter https://***FN', '-']",-,content_A,post
t0648,u0017,2020-07-01 17:01:26+00:00,BlackLivesMatter,i***h,raise your hand if you'd like to see the town of Palm Beach put up a huge BLACK LIVES MATTER sign right across the street from Mar-a-Lago,"['In addition to painting ""Black Lives Matter"" on the street in front of Trump Tower, they should also change the name of 5th Avenue to ""President Barack Obama Boulevard."" Raise your hand if you agree.🖐️', ""raise your hand if you'd like to see the town of Palm Beach put up a huge BLACK LIVES MATTER sign right across the street from Mar-a-Lago"", '*NEW EVENT* For Black LSE staff and students, this workshop will be a safe space to process recent events such as COVID-19, the murder of George Floyd, Black Lives Matter, and ongoing racism and microaggressions. https://***Zk', '-']",-,content_B,post
t3542,u1070,2022-02-26 16:30:06+00:00,BlackLivesMatter,N***W,"NOW is committed to diversity, inclusion, and intersectionality. Black lives matter! https://***Ea","['Let us Pray #JudgeKetanjiBrownJackson #VotingRightAct #JohnLewisVotingRightsAct #JusticeReform #BlackLivesMatter #BlackHistoryMonth https://***AI', '19 Austin police officers were indicted for using deadly weapons to injure nearly a dozen Black Lives Matter demonstrators. @G***t just said, ""Those officers should be praised for their efforts, not prosecuted."" https://***9L', 'NOW is committed to diversity, inclusion, and intersectionality. Black lives matter! https://***Ea', '-']",-,content_C,post
t2255,u1069,2022-01-27 00:43:37+00:00,BlackLivesMatter,M***r,At @C***r DMV and thinking customer representatives wearing #BlueLivesMatter hat isn’t approved.,"[""@g***i C'est vraiment un livre extraordinaire 🙏🌞💙 Vive #LeThinnai #TheThinnai #DalitLivesMatter #BlackLivesMatter"", 'At @C***r DMV and thinking customer representatives wearing #BlueLivesMatter hat isn’t approved.', 'Banning nuclear weapons IS a Black Lives Matter issue! Join @M***n, @O***n, @p***s, @B***n, @D***_ and others and me to discuss how the two intersect TODAY at 12 p.m. ET. https://***UP', '-']",-,content_B,post
t0558,u3203,2020-06-07 02:31:22+00:00,BlackLivesMatter,A***e,#DemonSlayer fans! There won't be an aftershow tomorrow. The studio closed this week with respect to current events and to help maintain focus on #BlackLivesMatter. We should be back next weekend. Thank you for being awesome fans! #anime #Toonami #AnimeTwitter @D***A https://***s9,"['Came back to Twitter to say: Black lives matter.', 'Black Lives Matter. https://***2J', ""#DemonSlayer fans! There won't be an aftershow tomorrow. The studio closed this week with respect to current events and to help maintain focus on #BlackLivesMatter. We should be back next weekend. Thank you for being awesome fans! #anime #Toonami #AnimeTwitter @D***A https://***s9"", '-']",-,content_C,post
t0533,u2310,2020-06-05 07:38:18+00:00,BlackLivesMatter,s***p,"#BlackLivesMatter, unequivocally and absolutely. All of them. That's Elderly Black Lives, Queer Black Lives, Muslim Black Lives, Trans Black Lives, Incarcerated Black Lives, Black Lives with Disabilities &amp; the 1000s of Young Black Lives awaiting adoption Each. Equally. Matter.","['We stand with our students, faculty, staff and community. #ODU #BlackLivesMatter https://***A7', '#BlackLivesMatter! We believe change is necessary to ensure greater equity &amp; justice. Affordable housing, especially homeownership, is key to changing the lives &amp; financial trajectory of black households. We will continue to partner w/ stakeholders to create change &amp; opportunity.', ""#BlackLivesMatter, unequivocally and absolutely. All of them. That's Elderly Black Lives, Queer Black Lives, Muslim Black Lives, Trans Black Lives, Incarcerated Black Lives, Black Lives with Disabilities &amp; the 1000s of Young Black Lives awaiting adoption Each. Equally. Matter."", '-']",-,content_C,post
t2336,u0873,2022-02-02 13:29:53+00:00,BlackLivesMatter,M***i,"I woke up super disturbed by the NY Mag piece on the Black Lives Matter org. Under capitalism, everything get mutated over time, even the “movement.” Original objectives erode. Profit becomes a driving motive. This is a real, sad mess.","['Thank you for everyone who has reached out, tweeted, liked and shared beautiful Christopher’s story. With your support will can continue to rise up and fight for justice. #justiceforchristopherkapessa #BlackLivesMatter #blackchildrenslivesmatter #nojusticenopeace', '@b***g @c***3 @C***6 @K***d Tonight 9pm EST #HipHopEd What will our schools look like when #BlackLivesMatter at them? Check us on @T***s w/ @c***n at 8:15 pm EST https://***vP', 'I woke up super disturbed by the NY Mag piece on the Black Lives Matter org. Under capitalism, everything get mutated over time, even the “movement.” Original objectives erode. Profit becomes a driving motive. This is a real, sad mess.', '-']",-,content_C,post
t0478,u0172,2020-06-02 16:52:34+00:00,BlackLivesMatter,j***s,-,"['these might be 3 of the heaviest photos i have ever taken. #BlackLivesMatter #RanchoCucamonga https://***zX', ""my baby is out! please, please read. also, now that i'm here: black lives matter, acab, abolish the police and down with gringo imperialism EVERYWHERE https://***7q"", 'Black lives matter. We stand with those using their voices and peacefully calling for justice, fairness and racial equality.', '-']",tweet_A,-,retweet
t0662,u2986,2020-07-09 15:12:10+00:00,BlackLivesMatter,G***9,The comment made on the @3***t kit did not mean that our players will not be showing their support for the #BlackLivesMatter movement. We are working on creative ideas to incorporate BLM into the kit &amp; our will to add our voice to this very important &amp; necessary conversation. https://***oU,"['https://***m7 #BlackLivesMatter', 'I usually do not post my personal or political views on Twitter. But this needs to change. First, I am an ally of #BlackLivesMatter and I promise to fight against systemic racism in academia and every part of life.', 'The comment made on the @3***t kit did not mean that our players will not be showing their support for the #BlackLivesMatter movement. We are working on creative ideas to incorporate BLM into the kit &amp; our will to add our voice to this very important &amp; necessary conversation. https://***oU', '-']",-,content_C,post
t3920,u0842,2022-03-07 17:29:54+00:00,BlackLivesMatter,a***t,"Arcybiskup, który uznał protesty Black Lives Matter za spisek deep state, mający dać prezydenturę Bidenowi (marionetce sterowanej przez złowrogie elity) teraz „leci pełnym Putinem” w kwestii wydarzeń na Ukrainie? No co za przypadek. https://***X5","['Same. Glory to Ukraine. Black lives matter. Get vaccinated. 👍🏼 🇺🇸🇺🇦', 'BTS fans, known as Army, that could not get tickets for the @b***t tour are now donating their money to the Ukrainian crisis instead. https://***HK', 'Arcybiskup, który uznał protesty Black Lives Matter za spisek deep state, mający dać prezydenturę Bidenowi (marionetce sterowanej przez złowrogie elity) teraz „leci pełnym Putinem” w kwestii wydarzeń na Ukrainie? No co za przypadek. https://***X5', '-']",-,content_C,post
t2020,u0846,2021-12-15 17:40:33+00:00,BlackLivesMatter,S***n,"NEW: LAPD partnered with a ""strategic communications"" firm to track Black Lives Matter + ""defund the police"" online. With @J***h, based on internal records obtained by @B***r: https://***yO","['BLACK LIVES MATTER. JUSTICE NOW. PROTEST &amp; SHAPE OUR DEMOCRACY. #sparkprogress #BlackLivesMatter #BLM Follow us at @s***s to stay informed and up-to-date! Read our article on ending racial hatred and police brutality: https://***Ct https://***OQ', 'NEW: LAPD partnered with a ""strategic communications"" firm to track Black Lives Matter + ""defund the police"" online. With @J***h, based on internal records obtained by @B***r: https://***yO', '@H***N Also drawing attention to the hypocrisy of political leaders who claimed that #BlackLivesMatter for the cameras, yet continue to block change every step of the way, criminalizing movements who are doing the work of addressing systemic racial and economic injustice', '-']",-,content_B,post
t3423,u1847,2022-02-24 02:05:07+00:00,BlackLivesMatter,b***r,Child Molester Bragged About Getting Away With Sex Assault Of 10 Year Old After DA Refused To Charge Him As Adult - The Police Tribune https://***mI Follow @b***r #BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune,"['We’re teaming up with orgs across LI and Queens for the Justice for Matthew Felix Rally This Friday at 6pm #BlackLivesMatter https://***Gf', 'Child Molester Bragged About Getting Away With Sex Assault Of 10 Year Old After DA Refused To Charge Him As Adult - The Police Tribune https://***mI Follow @b***r #BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune', 'WILLIAM J. ROBINSON In 1970 Robinson was hired as the head coach at Illinois State University, making him the first black head coach in NCAA Division I basketball. He compiled a record of 78-51 from 1970–75 #blackhistory #blackexcellence #blackfamily #blacklivesmatter e https://***ed', '-']",-,content_B,post
t2297,u1219,2022-01-31 14:52:58+00:00,BlackLivesMatter,l***r,Not to worry. She’ll probably be offered a hosting job on @M***C. Actress fired over viral video ranting about street closures for slain NYPD officer: 'This is f***ing ridiculous' https://***tu #BlueLivesMatter,"['Untitled (Muhammad Ali), Miami Beach, Florida, 1970 . . . #blackculture #blacklove #blackisbeautiful #socialjustice #freedom #endinjustice #speakup #speakout #blacklivesmatter #blm https://***97', ""Not to worry. She’ll probably be offered a hosting job on @M***C. Actress fired over viral video ranting about street closures for slain NYPD officer: 'This is f***ing ridiculous' https://***tu #BlueLivesMatter"", ""Who controls Black Lives Matter's $60M war chest? Conservative watchdog demands audit https://***VZ"", '-']",-,content_B,post
t2947,u1847,2022-02-17 04:05:06+00:00,BlackLivesMatter,b***r,Robbery Victim Fatally Shoots 9-Year-Old Girl While Trying To Shoot Fleeing Armed Robber - The Police Tribune https://***tQ Follow @b***r #BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune,"['Robbery Victim Fatally Shoots 9-Year-Old Girl While Trying To Shoot Fleeing Armed Robber - The Police Tribune https://***tQ Follow @b***r #BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune', ""Vocal and consistent opposition to Black Lives Matter has become the prominent position among Congressional Republicans and will likely be a core feature of their argument in the midterms. Here is McConnell's full floor speech: https://***hy https://***pK"", 'You can unfollow me now if any of the below bothers you: Black Lives Matter, trans women are women, trans men are men, love is love, support unions, expand abortion access, get vaccinated if you can and wear a mask for the sake of others. ✌️', '-']",-,content_A,post
t3837,u1431,2022-03-04 15:20:02+00:00,BlackLivesMatter,r***1,"In A Diverse Society, How Do You Enact #Politics That May Advance Racial Equality Without Reinforcing Racial Divisions https://***cS #blacklivesmatter #diversity #freedom #inequality #meritocracy #omarwasow #princetonuniversity","['Woman wants fellow Walmart patrons to know that not only do Black Lives Matter, but her ‘p*ssy matters,’ too [video] https://***ez', 'Like American neo-nazi groups that have ties to the European far-right, #antifa maintain ties with cells in other parts of the world. London Antifa staged a propaganda photoshoot for Portland Antifa in east London, &amp; are trying to help them raise money on GFM over the shooting. https://***nT', 'In A Diverse Society, How Do You Enact #Politics That May Advance Racial Equality Without Reinforcing Racial Divisions https://***cS #blacklivesmatter #diversity #freedom #inequality #meritocracy #omarwasow #princetonuniversity', '-']",-,content_C,post
t3384,u1457,2022-02-23 15:07:15+00:00,BlackLivesMatter,J***l,Mitch McConnell (R-KY) said that it’s “jaw-dropping” that the Black Lives Matter Louisville chapter posted bond for the suspect in the attempted shooting of a Jewish Louisville mayoral candidate. @b***r reports: https://***7L,"['Mitch McConnell (R-KY) said that it’s “jaw-dropping” that the Black Lives Matter Louisville chapter posted bond for the suspect in the attempted shooting of a Jewish Louisville mayoral candidate. @b***r reports: https://***7L', 'Le journal ""The #Emancipator"" s\'engage dans la lutte contre le #racisme #BlackLivesMatter #BLM @t***r @A***r @G***n #Boston https://***lC', '#Trudeau: Only Black Lives Matter. #OttawaPolice https://***W1', '-']",-,content_A,post
t0599,u3039,2020-06-12 03:08:13+00:00,BlackLivesMatter,f***a,"This beautiful Black girl was walking through a park with her mom when a patrol car pulled up. Fearful, she immediately put her hands up and cried. Turns out the officer just wanted to greet her. It’s so heartbreaking how traumatized our babies are 😢💔 #BlackLivesMatter https://***3X","['This beautiful Black girl was walking through a park with her mom when a patrol car pulled up. Fearful, she immediately put her hands up and cried. Turns out the officer just wanted to greet her. It’s so heartbreaking how traumatized our babies are 😢💔 #BlackLivesMatter https://***3X', 'We have created a free digital ebook of resources to inform, educate, and encourage people to participate in the Black Lives Matter Movement. For additional information and resources click “act now” under the “support Anti-Racism” tab on our linktree. https://***nU https://***Ko', 'Protesting During A Pandemic - a #BeatTheVirus Q&amp;A session with @d***g PhD and @t***n - check it out on Instagram! #COVID19 #coronavirus #blacklivesmatter #Masks4All https://***Jw', '-']",-,content_A,post
t2557,u0191,2022-02-10 04:17:14+00:00,BlackLivesMatter,s***i,Warrants issued for 2 #Dallas police officers accused of assault during 2020 #BlackLivesMatter protests https://***eL,"['Warrants issued for 2 #Dallas police officers accused of assault during 2020 #BlackLivesMatter protests https://***eL', '“Black Conservatism is the new punk rock” #TruthMatters #BlackLivesMatter', 'Companies like Starbucks claim to believe Black Lives Matter -- until black workers start organizing unions. https://***WG', '-']",-,content_A,post
t2691,u2497,2022-02-13 07:23:35+00:00,BlackLivesMatter,i***K,saw another angel ascending from the east having the seal of the living God he cried with a loud voice to the four angels to whom it was given to hurt the earth and the sea #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow https://***4B,"['Seeking an outlet for support is second. #TheWoundedBlue #BlueLivesMatter #BackTheBlue #BackTheBadge #Sheriff #PoliceOfficer #EOW #PTSDAwareness #PTSD #peersupport https://***T1', '.@t***u #BHM #BlackHistoryMonth #BlackLivesMatter #BLM #Racists #Racism #IllegalDeportations #InstitutionalRacism #ICEdeportations #Tesla #ElonMusk This is why rich black people HAVE to STOP supporting non-black owned brands #Segregation #BlackWorkers #Slaves #SlaveTrade https://***dC https://***Ph', 'saw another angel ascending from the east having the seal of the living God he cried with a loud voice to the four angels to whom it was given to hurt the earth and the sea #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow https://***4B', '-']",-,content_C,post
t2553,u1161,2022-02-10 02:32:40+00:00,BlackLivesMatter,W***E,BLACK HISTORY MONTH destroying Black People by any means necessary https://***2S #blackhistorymonth #blacklivesmatter #blackfamilies,"['Twelve-year-old Leidy Lyons was disqualified from several swim races after refusing to change out of her Black Lives Matter swimsuit. The decision to disqualify her was later overruled, and she was allowed to swim. She joins @b***n to discuss her experience. https://***j2', 'Do you have any such #inspirational story? #BlackLivesMatter #BlackHistoryMonth #BlackTwitter #BlackHistory #BlackWomen', 'BLACK HISTORY MONTH destroying Black People by any means necessary https://***2S #blackhistorymonth #blacklivesmatter #blackfamilies', '-']",-,content_C,post
t3682,u0108,2022-03-02 04:23:43+00:00,BlackLivesMatter,L***y,"@M***o Antifa didn’t do that. “Channon’s conduct had done “tremendous damage to Black Lives Matter in Seattle.” “The right to protest, gather, and call out injustices is one of the dearest and most important rights we enjoy in the United States,” said U.S. Attorney Nick Brown.”","['@M***o Antifa didn’t do that. “Channon’s conduct had done “tremendous damage to Black Lives Matter in Seattle.” “The right to protest, gather, and call out injustices is one of the dearest and most important rights we enjoy in the United States,” said U.S. Attorney Nick Brown.”', '⚡️#BreakingNews @B***a @M***a @V***P @M***b @C***d @O***C @O***D @_***C @N***r @T***s @O***d @U***M @B***6 #BlackLivesMatter #AFRICA🌍 #AfricansInUkraine🌍 https://***JT', 'Heute vor 4 Jahren starb in Lausanne Mike Ben Peter, nachdem sich bei seiner Verhaftung sechs Polizisten auf ihn gestürzt hatten. Bis heute ist der Fall ungeklärt, kein Polizist angeklagt. #BlackLivesMatter https://***e1', '-']",tweet_A,content_A,reply
t0449,u0307,2020-06-01 18:58:48+00:00,BlackLivesMatter,S***5,Just one of the examples of how pro-#CCP individuals manipulated #georgefloydprotest to shape #china’s image as the world’s saviour #BlackLivesMatter #GeorgeFloyd https://***sN,"['Just one of the examples of how pro-#CCP individuals manipulated #georgefloydprotest to shape #china’s image as the world’s saviour #BlackLivesMatter #GeorgeFloyd https://***sN', 'I am still learning to do this better, but I stand in support of students and colleagues, friends and strangers who are shaken by what has been happening not only with George Floyd, but the long history of people being targeted or oppressed for the color of their skin. 6/', 'That helpless feeling when you want to stop the horrors, yell #BlackLivesMatter from the rooftops, join the protests- but also worry the protests will endanger black lives that are already disproportionately affected by COVID due to the same structural racism you want to condemn', '-']",tweet_A,content_A,reply
t3400,u0855,2022-02-23 17:47:11+00:00,BlackLivesMatter,S***s,"Patrisse Cullors, along with two other queer Black women, Opal Tometi and Alicia Garza, co-founded the Black Lives Matter movement in 2013 after George Zimmerman was acquitted of killing 17-year-old Trayvon Martin. Read more at https://***3. #TrayvonMartin https://***cQ","['Dall’arrivo del World Wide Web nel 1991 alla caduta di Kabul nel 2021, passando per la clonazione della pecora Dolly nel 1996 e la nascita del movimento Black Lives Matter nel 2013, #RadioGAMeC30 presenta un calendario di 30 appuntamenti, uno per ogni anno, [...] https://***xL', '@m***i I love that you thought to look it up and share the data! 🤓📚🚀 I followed your lead and dug into CD 19. Looks like #DyingOfWhiteness to me too. cc @c***a #TankExpertise #StatisticsTwitter https://***j0', 'Patrisse Cullors, along with two other queer Black women, Opal Tometi and Alicia Garza, co-founded the Black Lives Matter movement in 2013 after George Zimmerman was acquitted of killing 17-year-old Trayvon Martin. Read more at https://***3. #TrayvonMartin https://***cQ', '-']",-,content_C,post
t1589,u1137,2020-12-27 10:52:21+00:00,BlackLivesMatter,B***n,-,"['@e***4 Cual sobrino? Soy tu tío baboso, compórtese, black lives matter', '“If a physician can’t be heard by her own peers to save her life, then who will listen?” My sisters &amp; colleagues Drs. @D***k @C***s @u***k &amp; @d***y wrote this piece for ALL of us. 🙏🏽 WE MUST LISTEN! #BlackLivesMatter https://***qd', '#BlackLivesMatter https://***8J', '-']",tweet_C,-,retweet
