id,author_id,created_at,event_type,username,action_content,content_option,action_object_answer,action_content_answer,action_type_answer
t2014,u0872,2021-12-11 04:13:52+00:00,MeToo,I***A,"Simon's stand - which may cost WTA millions of dollars - is in sharp contrast to the positions we usually see, as in the case of singer @C***i , who was punished by her own industry for speaking out #MeToo . We need more Steve Simons, I write https://***7q","[""Simon's stand - which may cost WTA millions of dollars - is in sharp contrast to the positions we usually see, as in the case of singer @C***i , who was punished by her own industry for speaking out #MeToo . We need more Steve Simons, I write https://***7q"", '« Un collectif agrégeant les mouvements nés au sein de différentes professions demande aux candidat·e·s à l’élection présidentielle d’entendre les victimes de harcèlement et de violences sexuelles et d’agir ». #MeToo \u2066@l***e\u2069 https://***hO', '“Many researchers who set foot on the island consider the opportunity a dream. But 16 women scientists interviewed for this story described a pattern of sexual misconduct by high-ranking men” — \u2066@N***h\u2069 reveals the Smithsonian’s #MeToo moment: https://***oj', '-']",tweet_B,content_A,reply
t2314,u1269,2022-02-01 14:28:26+00:00,MeToo,m***e,"MediaJustice is proud to present “That’s So Black,” a new series exploring how Black people created Internet culture, as part of #BlackHistoryMonth. Feb 8: ballroom slang Feb 15: new media as a form of community Feb 22: cultural organizing &amp; #MeToo Feb 28: Black Twitter &amp; news https://***Hk","['Following #MeToo what more needs to be done to tackle sexual harassment in the workplace? Join our panel event with @d***d of @r***n, Dame Heather Rabbatts of @T***K and Fawcett CEO @J***i. Details and registration ➡ https://***u1 https://***QK', 'They get it. 🥰 #FreedomtoVoteAct #JohnLewisVotingRightsAct #VotingRightsNow #VotingRights #Tomdaya #iwillharness https://***zj', 'MediaJustice is proud to present “That’s So Black,” a new series exploring how Black people created Internet culture, as part of #BlackHistoryMonth. Feb 8: ballroom slang Feb 15: new media as a form of community Feb 22: cultural organizing &amp; #MeToo Feb 28: Black Twitter &amp; news https://***Hk', '-']",-,content_C,post
t3512,u0693,2022-02-25 22:46:41+00:00,MeToo,K***s,"#RedRibbon, it looks like a #Fish. To add on, it's #Red which is also the #Colour of the #InfectedBlood, as well as, the #Color of the #Mighty #BloodofJesus. If you grew up singing the chorus (Matthew 4:19) ""#IWillMakeYouFishersOfMen"", you'd #SaveLives, after 🇨🇦#CanadaSavesYours.","['#RedRibbon, it looks like a #Fish. To add on, it\'s #Red which is also the #Colour of the #InfectedBlood, as well as, the #Color of the #Mighty #BloodofJesus. If you grew up singing the chorus (Matthew 4:19) ""#IWillMakeYouFishersOfMen"", you\'d #SaveLives, after 🇨🇦#CanadaSavesYours.', 'LATE DID YOU PIERCE, LITTLE BIRD [#MeToo]!.. #JerryLewis co-stars accuse late #star of #sexual abuse... “They said, ‘Well, how big is your pussy? #Jerry has a salami and will use it on a girl’,” #Taylor said. https://***Q4', 'When I was 10 yrs old .. I told him to stop and he put a pillow over my face suffocating me and he didn’t #MeToo https://***jX', '-']",tweet_C,content_A,reply
t3501,u2997,2022-02-25 19:12:48+00:00,MeToo,m***h,Livre à lire absolument. M’a convaincue que #Metoo et la libération de la parole des victimes au vu des disfonctionnements de la justice sont absolument nécéssaires. https://***xt,"['Livre à lire absolument. M’a convaincue que #Metoo et la libération de la parole des victimes au vu des disfonctionnements de la justice sont absolument nécéssaires. https://***xt', ""Thank you @j***r and @J***s for exposing the sexual harassment and cruel predation of Jerry Lewis. I'm so inspired by these powerful women for coming forward about the abuse they endured decades before a #MeToo movement was remotely imaginable. https://***FG"", ""@P***e #StopPutin's global terrorism already. ⏰ When people tell you they are — including how dangerous — believe them &amp; ACT! It must be #TimesUp for evil, violent &amp; abusive Putin. #StandWithUkraine + the world's people, democracies, societies &amp; earthly life! https://***c6"", '-']",-,content_A,post
t3302,u2118,2022-02-22 08:50:07+00:00,MeToo,R***T,"‘Ontslag van directeur bij @D***E was meer dan #MeToo. Hele affaire past in sinister Game of Thrones in de top van #DPGMedia in 2016’. Goede reconstructie @k***c, ook over zwijgende hoofdredacteuren en (wel) andere #media ‘de volle laag geven’. https://***lU","['‘Ontslag van directeur bij @D***E was meer dan #MeToo. Hele affaire past in sinister Game of Thrones in de top van #DPGMedia in 2016’. Goede reconstructie @k***c, ook over zwijgende hoofdredacteuren en (wel) andere #media ‘de volle laag geven’. https://***lU', '#MeToo!', 'Wrote 500 words on a Saturday night. Can you tell that #IHaveDeadlines? #IAmWriting', '-']",-,content_A,post
t2357,u2557,2022-02-03 11:59:15+00:00,MeToo,f***g,"This morning, @S***a activists joined the global #NoBeijing2022 protest with a symbolic photo action highlighting the CCP's human rights abuses and the IOC's complicity in these crimes. #IWillNotWatch #Beijing2022 https://***Nd","[""This morning, @S***a activists joined the global #NoBeijing2022 protest with a symbolic photo action highlighting the CCP's human rights abuses and the IOC's complicity in these crimes. #IWillNotWatch #Beijing2022 https://***Nd"", 'Well done @c***r #TimesUpTwitter ban #Nazi accounts today @P***y @T***r https://***xf', ""Ready willing and able, give us some proper support, doing our best we possibly can every day, ya wouldn't believe it #Sunderland #Youth #Iwill https://***J2 https://***RT"", '-']",-,content_A,post
t3666,u0338,2022-03-01 18:12:37+00:00,MeToo,s***y,Stop police sexual violence against Women. #MeToo #NDA #Breakthebluewallofviolence https://***j5,"['Stop police sexual violence against Women. #MeToo #NDA #Breakthebluewallofviolence https://***j5', '#F1 #FIA #skyF1 #espn #BBCSport #cnni #eu @a***1 #redbullracing #ROLEX #HP #Honda #TAGHeuer #Siemens #metoo #Oracle #pumamotorsport #istandwithlewis #netflix #whiteprivilege #whitewashing @w***l #ReleaseTheFIAreport #VoidLap58 #misogyny #warwickOUT https://***gz', 'Tarana J. Burke founded the #MeToo Movement to raise awareness about sexual assault &amp; help connect survivors with the resources they need. Her work extends beyond the hashtag, exemplified in all the changes this campaign has created. I am #InspiredByHer. https://***LJ', '-']",-,content_A,post
t3809,u2835,2022-03-04 00:42:42+00:00,MeToo,p***s,-,"['#MeToo/#TheyLied Settlements, Arbitration, and Rescission – Reason ChronLaw Alternative Dispute Resolution News at https://***YF #AlternativeDisputeResolution #news #law #attorney #lawyer', '🌞💞🌹✨💞💚💞✨💛💕.#WSLM 💞✨🌿📺🍃🎴💞🌿#LOVE🌹🌿💞✨🎶❤🙏🌹💃🌿💚#EveryDayPeople2022💙🌿🏃🌹✌❤🎶✨🍃...❤💰#MoneyMatters...✌...✨🍃💰✨💞🌿💛🌿💞✨💕💸...🌹💞🎶💛📻 #IHaveSpoken🎴💜🎶💞...#B4✨💞💙🎓😊💚🎩💞✨📺✨👀🎶🌿✨💸https://***p6', 'Indigenous voices, #MeToo and disrupting genre: how the tenth Stella longlist reflects its mission of creating change https://***PY via @C***U', '-']",tweet_B,-,retweet
t3307,u2653,2022-02-22 10:33:48+00:00,MeToo,F***e,The #gas price crisis is hitting the poorest and most marginalised in our society. Pouring more gas on the flames🔥will only make the problem worse - locking thousands into #fossilfuel dependency which they don't need nor want. It's time to #EndEnergyPoverty🛑#TimesUpForGas https://***3K,"['Dileep Plea Against Further Probe In Actress Assault Case: Kerala High Court Agrees To Hear Victim #dileep #actressassaultcase #metoo #malayalamcinema https://***DW', ""The #gas price crisis is hitting the poorest and most marginalised in our society. Pouring more gas on the flames🔥will only make the problem worse - locking thousands into #fossilfuel dependency which they don't need nor want. It's time to #EndEnergyPoverty🛑#TimesUpForGas https://***3K"", 'Black women have long borne the brunt of the worst impacts of US law. Attorney and women’s rights activist @F***s is making Black history by setting out to change that. We’re proud to support her work with @n***c and @T***F. #TIMESUP #BlackHistoryMonth', '-']",-,content_B,post
t3025,u1741,2022-02-18 04:42:41+00:00,MeToo,T***d,-,"['@K***t @t***e You are not alone! #MeToo', 'https://***UL RT-11 #Metooindia #FeminismIsCancer #Feminism #Patriarchy #GenderBiasedLaws #stopfeminism #feminist #fakefeminism #MensLivesMatter #SaveOurSons #InternationalMensDay #toxicfeminism #genderbiased #women #metoo #rape #womenempowerment #WomensRights #female', '@c***e The backlash against decades of historic systemic abuses - #metoo and USA Gymnastics/Nassar, USA Boy Scouts, Catholic Church, Weinstein, Wynn, Epstein, Maxwell - aka victims rights vis a via sex harassment, trafficking, exploitation and abuse, is on. #cosby #rkelly #maxwell', '-']",tweet_A,-,retweet
t3422,u3274,2022-02-24 01:11:49+00:00,MeToo,F***S,"#FirstThem👉🏾 Kassidy Sottilare, 27 a volunteer HS coach messaged a 14-year-old girl for sex. She is charged w/felonies against a student by an authority figure, traveling to meet a minor and driving w/a suspended license. #WeNeedToTalkAboutCosby #MeToo 🔗https://***K5 https://***2n","['#FirstThem👉🏾 Kassidy Sottilare, 27 a volunteer HS coach messaged a 14-year-old girl for sex. She is charged w/felonies against a student by an authority figure, traveling to meet a minor and driving w/a suspended license. #WeNeedToTalkAboutCosby #MeToo 🔗https://***K5 https://***2n', ""#BlackHistoryMonth Rare Footage Of All-Black Towns In The 1920's. #BHM #BLM #TheShadeRoom #WorldStar #PressPlay #Facebook #Instagram #Twitter #BlackTwitter #SocialMedia #Internet #NowThis #OnwardTogether #CivilRights #CivilRightsMovement #IHaveADream #MakingHistory #News https://***nF"", ""#PTSD #metoo life's kinda a joke. I wanna be a different person please and thank you https://***qB"", '-']",-,content_A,post
t3588,u1638,2022-02-28 00:39:06+00:00,MeToo,R***y,"Tarana J. Burke founded the #MeToo Movement to raise awareness about sexual assault &amp; help connect survivors with the resources they need. Her work extends beyond the hashtag, exemplified in all the changes this campaign has created. I am #InspiredByHer. https://***LJ","[""@R***K @C***a @S***5 @a***3 @s***1 @G***0 @t***r @T***_ @c***6 Reminds me of #Ambala's famous #PooranSinghKaAsliDhaba and its many #MeToo Prtenders on #GTRoad with similar claims. But what is is pleasing best outcome is healthy competition resulting in better taste for Patrons."", '@s***1 Yup me too..😬 #metoo like #andhrapradesh if it is with telangana 😭', 'Tarana J. Burke founded the #MeToo Movement to raise awareness about sexual assault &amp; help connect survivors with the resources they need. Her work extends beyond the hashtag, exemplified in all the changes this campaign has created. I am #InspiredByHer. https://***LJ', '-']",tweet_A,content_C,reply
t2204,u1646,2022-01-21 20:37:34+00:00,MeToo,k***a,Od dwóch mniej więcej lat główną sceną polskiego #MeToo pozostaje teatr https://***VK,"['Bravo vrouwen uit het bedrijf van John de Mol!! 👏🏼👏🏼👏🏼 #metoo https://***he', 'Od dwóch mniej więcej lat główną sceną polskiego #MeToo pozostaje teatr https://***VK', 'Καμία δικαιολογία για τη σεξουαλική βία. Καμία θολή γραμμή σε θέματα συναίνεσης. #metoogr #UNWomen #με_την_Γεωργια https://***mc', '-']",-,content_B,post
t1694,u1862,2021-04-08 15:44:50+00:00,MeToo,S***r,@n***s ne passez pas à côté de cet article #MeToo #metoo https://***cW,"['@n***s ne passez pas à côté de cet article #MeToo #metoo https://***cW', '""Talk to your boys"" - aus aktuellem Anlass kann man immer nur wieder empfehlen #MeToo #KonsequenzenFuerLuke https://***FB', 'Mon papier: Après un début peu propice en France en 2017, #MeToo rattrape une série d’hommes de pouvoir ces derniers mois https://***KV', '-']",tweet_A,content_A,reply
t2713,u2367,2022-02-13 23:10:45+00:00,MeToo,d***n,I’m sending love to @s***s today and wondering: Why are we still platforming unrepentant abusers? Does #MeToo matter? And if #BlackLivesMatter why did artists in the #SuperBowl HalfTimeShow take a knee with @K***7 only to rock the mic for an unrepentant NFL? https://***k6,"['I’m sending love to @s***s today and wondering: Why are we still platforming unrepentant abusers? Does #MeToo matter? And if #BlackLivesMatter why did artists in the #SuperBowl HalfTimeShow take a knee with @K***7 only to rock the mic for an unrepentant NFL? https://***k6', '#HonkHonk #FreedomConvoy #Unity #metoo #whyididntreport #whistleblowersmovement #bringthemtotheirkneez #awakening #love https://***1v https://***xl', 'Read the op-ed in @s***t from @w***m board member @S***s on how silencing harassment survivors allows illegal behavior in the workplace to continue for decades: https://***Gm #MeToo', '-']",-,content_A,post
t2572,u0231,2022-02-10 12:53:39+00:00,MeToo,a***v,"The bill was initially introduced in 2017 amid the rise of the #MeToo movement, which shined a light on these types of legal provisions in employment contracts that prevent victims from being able to sue in court, instead confining them to often secretive &amp; costly proceedings","['The bill was initially introduced in 2017 amid the rise of the #MeToo movement, which shined a light on these types of legal provisions in employment contracts that prevent victims from being able to sue in court, instead confining them to often secretive &amp; costly proceedings', 'Kaleidoscope Sky . . . #FromWhereIRide #cyclingshots #cyclingphotos #ridesnapshare #ihavethisthingwithbikes #Specialized #SWorks #tarmac #velo #instacycle #strava #stravacycling #WYMTM #MelBAAWn @ Kew, Victoria https://***oP', 'While a non-disclosure agreement prevents Carlson from discussing what happened, her action led to a 20-million dollar settlement and helped propel the #MeToo movement to national attention.', '-']",tweet_B,content_A,reply
t2542,u0325,2022-02-09 20:49:27+00:00,MeToo,F***k,"Pensée auj. pour le jeune communiste Guillaume Tran Thanh, paix à son âme, qui a mis fin à ses jours il y a 1 an, après avoir dénoncé le viol dont il a été victime, et subi le harcèlement des violeurs Rdv dim 13 fev 15h Paris Place du Châtelet #MeTooGay #JusticePourGuillaume https://***ZL","['With everything that is going on, its relevant to dig into the growing field of Love Studies, to explore as @E***d writes: ""issues of consent post #MeToo and how civil rights can be enacted in the bedroom, without repressing desire"" https://***E5 #medialove', 'House Approves #MeToo Bill Aimed at Workplace Sexual Harassment https://***um', 'Pensée auj. pour le jeune communiste Guillaume Tran Thanh, paix à son âme, qui a mis fin à ses jours il y a 1 an, après avoir dénoncé le viol dont il a été victime, et subi le harcèlement des violeurs Rdv dim 13 fev 15h Paris Place du Châtelet #MeTooGay #JusticePourGuillaume https://***ZL', '-']",-,content_C,post
t3624,u2408,2022-02-28 18:02:01+00:00,MeToo,s***n,"🤳🏽During #TeenDatingViolenceAwarenessMonth find FREE resources from the #MeToo collection to reflect on how to address issues of consent, #SexEducation, relationships and undoing a pervasive culture of silence . 📱 https://***pF 📲 @W***e @c***x @A***n https://***O4","['When the narcissist still and been triggering the carbon monoxide alarm, no one is cooking, the house is clean 👌 and very well ventilated triggering my dogs #anxiety #narcneighbor #MentalHealthMatters #MentalHealthAwareness #MeToo #harrassment #nosyneighbor #Karennextdoor', '@t***l @R***z Matt #Gaetz: ""We are retarding a social-emotional learning, #empathy and caring. We are raising a generation of little sociopaths who will act more like Menendez brothers"" https://***gS #GOP #Capitol #Election #Putin #Trump #Misconduct #MeToo https://***BK https://***ss', '🤳🏽During #TeenDatingViolenceAwarenessMonth find FREE resources from the #MeToo collection to reflect on how to address issues of consent, #SexEducation, relationships and undoing a pervasive culture of silence . 📱 https://***pF 📲 @W***e @c***x @A***n https://***O4', '-']",-,content_C,post
t2843,u0900,2022-02-15 18:05:23+00:00,MeToo,a***2,-,"['https://***EJ RT-11 #Metooindia #FeminismIsCancer #Feminism #Patriarchy #GenderBiasedLaws #stopfeminism #feminist #fakefeminism #MensLivesMatter #SaveOurSons #InternationalMensDay #toxicfeminism #genderbiased #women #metoo #rape #womenempowerment #WomensRights #female', 'https://***TW RT-11 #Metooindia #FeminismIsCancer #Feminism #Patriarchy #GenderBiasedLaws #stopfeminism #feminist #fakefeminism #MensLivesMatter #SaveOurSons #InternationalMensDay #toxicfeminism #genderbiased #women #metoo #rape #womenempowerment #WomensRights #female', '@W***s @W***R WOW! #Boston #Massachusetts #wbur #Radio PROMOTING AND GIVING PROPS &amp; ADMIRATION TO #rapist #cosby THE #Leftists #Democrats #Liberals ARE #Criminals &amp; #Hollywood #honors and PROMOTES THEM. WHY NO ONE LISTENS #MeToo WHERE IS @M***T ????? https://***SB', '-']",tweet_C,-,retweet
t3835,u2249,2022-03-04 14:22:41+00:00,MeToo,A***o,Over at Sapiens: #MeToo Anthropology and the Case Against Harvard by Holly Walters https://***yi,"['@M***9 @j***a @O***s Ummm..he did nothing wrong..then they tried with others..even Biden..got Cuomo..they used #Metoo', 'Weibo banned several accounts and removed posts, and state media even acknowledged the trend. But to report on this is not seen as highlighting misogynistic tendencies on a Chinese social platform, but an attack against the Chinese state itself.', 'Over at Sapiens: #MeToo Anthropology and the Case Against Harvard by Holly Walters https://***yi', '-']",-,content_C,post
t0307,u0016,2020-01-13 11:10:38+00:00,MeToo,c***a,Radical Practice Conference 2020 is on! Lets reimagine 21st Century Design Practice. #SurveillanceCapitalism #HousingCrisis #Brexit #Automation #OpenData #ClimateEmergency #MeToo #GreenNewDeal #AlgorithmicJustice @R***e @D***s https://***Ek,"['The latest Dynamic Leadership This Week! https://***SU #workhappy #metoo', 'Radical Practice Conference 2020 is on! Lets reimagine 21st Century Design Practice. #SurveillanceCapitalism #HousingCrisis #Brexit #Automation #OpenData #ClimateEmergency #MeToo #GreenNewDeal #AlgorithmicJustice @R***e @D***s https://***Ek', 'Nothing makes me feel older than trying to figure out new-fangled electronics whilst wearing my reading glasses. #IWillBeWalkingWithACaneSoon', '-']",-,content_B,post
t3037,u0177,2022-02-18 07:35:09+00:00,MeToo,F***n,"“I spoke the truth in public interest and in the context of the #MeToo movement.” — Priya Ramani @m***o on a trial that pushed India’s (archaic, male-centric) jurisprudence to its limits. https://***T8","['https://***kM RT-11 #Metooindia #FeminismIsCancer #Feminism #Patriarchy #GenderBiasedLaws #stopfeminism #feminist #fakefeminism #MensLivesMatter #SaveOurSons #InternationalMensDay #toxicfeminism #genderbiased #women #metoo #rape #womenempowerment #WomensRights #female', 'Talking to kids about MLK, Jr. #MLK #IHaveADream https://***m1', '“I spoke the truth in public interest and in the context of the #MeToo movement.” — Priya Ramani @m***o on a trial that pushed India’s (archaic, male-centric) jurisprudence to its limits. https://***T8', '-']",-,content_C,post
t3407,u2805,2022-02-23 19:27:59+00:00,MeToo,s***0,@t***g @T***r I am with you Tara #TimesUpTwitter #EndHate,"['Thank u! wish I had known! this is what my abusive ex, my mother n his friends/family had planned from the start of our 20yr marriage! devastating Judges gave him everything—he even took my dog! constant brutality now I’m #roughsleeping cops stand by laugh! #femicide #MeToo https://***h1', '#metoo', '@t***g @T***r I am with you Tara #TimesUpTwitter #EndHate', '-']",tweet_B,content_C,reply
t2261,u2363,2022-01-27 15:00:00+00:00,MeToo,K***y,Would you know how to be an active bystander? Take our free online 'Consent Matters' course today to find out more. Course Link: https://***D. #me #timesup #consentmatters @k***u @K***n https://***Fi,"[""Would you know how to be an active bystander? Take our free online 'Consent Matters' course today to find out more. Course Link: https://***D. #me #timesup #consentmatters @k***u @K***n https://***Fi"", ""Where is #PengShuai and the Chinese journalist, women's rights- and #metoo activist #SophieHuang? https://***9Z"", 'Has anyone successfully managed to report sexual or physical abuse from #NHS staff without giving up due to how difficult they make it? #Metoo @p***S', '-']",-,content_A,post
