id,author_id,created_at,event_type,username,action_content,content_option,action_object_answer,action_content_answer,action_type_answer
t2371,u0835,2022-02-04 05:51:00+00:00,Covid,u***m,"Castillo: There are already existing guidelines for the prevention of COVID, aligned with the PDITR strategy for evacuation centers. (2/2) #StopCOVIDDeaths #COVID19 #typhoonodette","['Paper overestimated risk of COVID-19 to endangered apes https://***XI', 'Castillo: There are already existing guidelines for the prevention of COVID, aligned with the PDITR strategy for evacuation centers. (2/2) #StopCOVIDDeaths #COVID19 #typhoonodette', ""COVID-19 Daily Update: Daily averages, updated: February 1 Confirmed Cases: 939 Hospitalizations: 86 Deaths: 14 Tests Conducted: 28,230 Test Positivity: 4.4% See Chicago's full COVID-19 Dashboard: https://***Zm https://***wV"", '-']",tweet_B,content_B,reply
t3670,u1237,2022-03-01 20:36:14+00:00,Covid,A***S,"COVID-19 medications are proven to reduce your risk of severe illness. Medications include pills you can take at home as well as IV treatments given at infusion centers. Getting the right treatment for you, and getting it quickly, could save your life. https://***PS","['COVID-19 medications are proven to reduce your risk of severe illness. Medications include pills you can take at home as well as IV treatments given at infusion centers. Getting the right treatment for you, and getting it quickly, could save your life. https://***PS', ""19/ COVID-19 has been the most severe global mortality shock since WWII, &amp; sadly it's not over yet. Privileged to be a small part of the huge effort led by @j***y, w/ @j***o @r***7 @i***y @l***g @M***a &amp; Hannaliis Jaadla https://***qI"", 'If you have COVID-19 symptoms you should avoid contact with others and order a PCR test. If you test positive, stay at home. https://***1B', '-']",-,content_A,post
t1647,u3217,2021-02-24 17:04:27+00:00,Covid,D***a,"Jako členka meziparlamentní skupiny ČR - Japonsko jsem popřála japonskému císaři ke včerejším 61. narozeninám. Nyní, více než kdy jindy, je třeba si navzájem dodávat odvahu a sílu k řešení současných výzev, ať už jde o pandemii Covid-19 nebo probíhající změnu klimatu. https://***bD","['Anspruchsvolle Bachelorarbeit: Für unser #COVID19-Simulationstool #HPCagainstCorona entworfen die Designstudierenden Valerie Grappendorf &amp; Julien Stoll ein übersichtliches UI, das einen verständlichen Vergleich von möglichen Verlaufsszenarien erlaubt: https://***rW https://***In', 'Glad to see #NATO focus on human security (HS). HS is why issues like #climate #HumanRights #healthcare #COVID19 - often seen as “non-traditional” - are in fact the foundation of national stability. @C***c @E***y @a***m @D***s https://***0J', 'Jako členka meziparlamentní skupiny ČR - Japonsko jsem popřála japonskému císaři ke včerejším 61. narozeninám. Nyní, více než kdy jindy, je třeba si navzájem dodávat odvahu a sílu k řešení současných výzev, ať už jde o pandemii Covid-19 nebo probíhající změnu klimatu. https://***bD', '-']",-,content_C,post
t3044,u2295,2022-02-18 09:15:02+00:00,Covid,C***T,📢 Get your COVID-19 vaccination 💉 TODAY in Paignton. 🚶 Walk-in - no appointment necessary. ❌ Second doses must be at least 56 days after your first. https://***ku,"['📢 Get your COVID-19 vaccination 💉 TODAY in Paignton. 🚶 Walk-in - no appointment necessary. ❌ Second doses must be at least 56 days after your first. https://***ku', 'The White House COVID-19 Response Team @W***e’s senior adviser, Dr. Tom Inglesby @T***y announced that increased efforts will be made to provide proper masks to children. Sharing via the National Public Radio @N***R’s @L***y: https://***8.', '🆘#WAKE🆘#USA🆘#AMERICA🆘#EXTERMINATION OF THE MASS🆘#MILITARY 🆘#POLICE🆘#PEOPLE OPEN YOUR EYES THE💀KILLERS OF THE HUMANITY ARE💀KILLING🆘PEOPLE WITH THE DEADLY💀VAX🖕IN WHO IS💀KILLER #1A #2A #Depopulation #COVID19 #Patriots #PeopleFirst #WakeUpAmerica #Veteran https://***qI', '-']",-,content_A,post
t0373,u2044,2020-04-25 08:15:03+00:00,Covid,y***l,"1/3 Here is a golden opportunity to learn something of lasting value during our COVID-19 hibernation. There have been dozens of articles, dialogues, discussions, even tantrum debates, laboring to compare DAGs and PO frameworks, mostly written by distant commentators, who could","['But never-the-less, #COVID19 is an unprecedented opportunity to rethink how our beliefs, values, and institutions shape our relationships https://***tK', '1/3 Here is a golden opportunity to learn something of lasting value during our COVID-19 hibernation. There have been dozens of articles, dialogues, discussions, even tantrum debates, laboring to compare DAGs and PO frameworks, mostly written by distant commentators, who could', 'Who would have guessed that the best way to build morale among @M***e residents covering ICUs during #COVID19 would be bird team names and performance art in a field of couches. So grateful for their incredible team spirit. https://***cI', '-']",-,content_B,post
t0331,u3028,2020-03-21 20:53:20+00:00,Covid,j***n,-,"['BREAKING NEWS: Due to the recent COVID-19 outbreak, the Piston Cup has been cancelled. https://***OK', 'YO ACUSO A Felipe Calderón,a calumnistas y medios,al capital rapaz,de esparcir mentiras,manipular videos,provocar incertidumbre y desconfíanza,exacerbar el miedo,sabotear la lucha vs el COVID19 Quiere muertos para dar un golpe. Ver y si de acuerdo da RT https://***9J', 'In response to the current situation surrounding #Covid19, with many employees working from home, we have decided to extend our Lumien Free Trial period to a 3 month period. We aim to continue to help businesses across the UK keep their employees healthy and productive! https://***Am', '-']",tweet_B,-,retweet
t0325,u2585,2020-03-17 01:13:31+00:00,Covid,C***i,-,"['Racionalizar las cirugías es esencial en estos momentos. #Covid19 and #urology @I***u @U***b @A***l', 'Le mascherine per evitare il contagio da #covid19 mancano nelle farmacie e negli ospedali, ma dai bangladini abusivi che si trovano all’esterno dei supermercati si trovano a prezzi non certo da ingrosso 😏🤔 https://***YN', ""After having confirmed the news with at least four different sources, we have deleted the tweet about Mexico's 1st #coronavirus victim as we are learning that contradictions on his life have originated within the family. Out of utmost respect we remain silent &amp; vigilant: @t***C"", '-']",tweet_B,-,retweet
t3779,u2563,2022-03-03 15:47:12+00:00,Covid,N***U,-,"['La ola #varianteOmicron aun continua en #Guatemala con 40 mil casos #COVID19 activos reportados y el % positividad en la meseta central aun intenso &gt;20%. Esta ola es la segunda mas intensa solo detrás de #Delta en 2021. La #VacunaCOVID19 protege a los suyos de complicaciones. https://***21', 'As children headed for school after months of online teaching, triggering worry and fear; as Covid-19 cases multiply in schools and debate rages on as to whether children should be vaccinated or not and whether this is the end of our woes .. https://***24', 'The solutions to global challenges such as #COVID19 and the climate emergency are rooted in #HumanRights, UN chief @a***s said on Monday, in a video message to the annual session of the Human Rights Council. #HRC49 https://***R9', '-']",tweet_A,-,retweet
t2884,u0457,2022-02-16 10:43:33+00:00,Covid,P***t,-,"['Post-Covid-Vaccine Long Haulers: An Emerging Concept by @S***5 https://***f0 #Vaccines #COVID #COVID19 #COVID_19 #CovidVaccination #CovidVaccine #CoronavirusPandemic #Coronavirus #Pandemic #Science #Reason #LongHaulers #Health #PublicHealth', '“Teachers feed off the energy of the kids in the room. And I didn’t have that.” Hear from educators, researchers, community members, and statewide leaders on how the state is healing from disruptions caused by COVID-19. https://***BL', '#Japan to cut 7-day #quarantine period to 3, allow in more foreigners https://***iJ', '-']",tweet_B,-,retweet
t2810,u1885,2022-02-15 11:35:59+00:00,Covid,c***s,-,"['ગીર સોમનાથ જિલ્લામાં ટૂંકાગાળામાં ૨૦,૭૪૭ જેટલા પ્રિકોશન ડોઝ આપી દેવામાં આવ્યાં છે. જેમાં આજે અપાયેલા ૪૨૫ ડોઝનો પણ સમાવેશ થાય છે. મીડિયા રીપોર્ટ ; #LarjestFreeVaccinationdrive #Unite2FightCorona #GujaratFightsCovid19 @M***T @I***t @c***m @D***h https://***zy', ""They say 88% of users are satisfied. No mention that most defendants don't enter a plea. When justice chiefs agreed Covid-19 offences could go in SJP as 'least worst' option, they knew some would be wrongly prosecuted. 21 months later, it's still in use https://***W1"", ""#Covid19 en #Normandie : les chiffres restent élevés mais l'incidence affiche -52 % selon le rapport hebdomadaire de l'@a***e ⬇️ https://***KG"", '-']",tweet_B,-,retweet
t3413,u0460,2022-02-23 22:40:52+00:00,Covid,C***L,"Casos confirmados por grupo de edad, Chile 23/02/2022 #GraficoCovid048 #Covid19Chile https://***Ey","['Casos confirmados por grupo de edad, Chile 23/02/2022 #GraficoCovid048 #Covid19Chile https://***Ey', 'Want to learn about social mobility and how employers can improve recruitment from diverse socioeconomic groups in the wake of the #COVID19 pandemic? Register for a free webinar with practical solutions 👇 https://***Un #HR #LevellingUp @w***y @L***r https://***rM', 'An article published in @S***s found that people with dementia experienced worsened neuropsychiatric symptoms like depression, apathy, delusions, anxiety, irritability, and agitation since the outbreak of COVID-19. https://***Ry https://***PG', '-']",-,content_A,post
t2286,u2214,2022-01-30 11:30:46+00:00,Covid,N***k,ประกาศเรื่องผลการรักษาตัวจาก COVID-19 ของ แบงค์ ธิติ ล่าสุดได้รับแจ้งจากทีมแพทย์ถึงผลการรักษาของแบงค์ ว่าหายดีแล้ว จึงสามารถให้แบงค์ออกจาก Hospitel ได้แล้วในวันนี้ ทางนาดาว และแบงค์ขอขอบคุณทุกกำลังใจ และขอให้ทุกคนมีสุขภาพที่แข็งแรงนะคะ🧡 #BankThiti #NadaoArtist https://***mg,"['ประกาศเรื่องผลการรักษาตัวจาก COVID-19 ของ แบงค์ ธิติ ล่าสุดได้รับแจ้งจากทีมแพทย์ถึงผลการรักษาของแบงค์ ว่าหายดีแล้ว จึงสามารถให้แบงค์ออกจาก Hospitel ได้แล้วในวันนี้ ทางนาดาว และแบงค์ขอขอบคุณทุกกําลังใจ และขอให้ทุกคนมีสุขภาพที่แข็งแรงนะคะ🧡 #BankThiti #NadaoArtist https://***mg', 'Please put used personal protective equipment in the trash. #COVID19 https://***0b', 'Spotify says it will add a content advisory to podcasts that discuss Covid-19 as artists move to leave the platform over misinformation https://***aD', '-']",-,content_A,post
t1872,u0895,2021-10-06 19:20:01+00:00,Covid,P***m,"Since the COVID-19 pandemic began, even the most well-laid #marketing plans had to shift drastically and embrace #digitization. See why @m***e thinks that #marketmaturity needs to be the focus in our current #digital landscape via @M***s: https://***3w","['COVID-19 Is killing rural Americans at twice the rate of people in urban areas. The pandemic is devastating rural America, where lower vaccination rates are compounding the already limited medical care. @F***c @R***l #GetVaccinatedNow https://***gX', 'Since the COVID-19 pandemic began, even the most well-laid #marketing plans had to shift drastically and embrace #digitization. See why @m***e thinks that #marketmaturity needs to be the focus in our current #digital landscape via @M***s: https://***3w', 'NEW: Poushawn Brown was assigned to Amazon’s COVID-19 testing team, despite having no medical background. Three months later she got sick and died. Amazon has refused to provide or discuss any financial compensation with her family. https://***Uo', '-']",-,content_B,post
t0660,u1496,2020-07-09 05:50:53+00:00,Covid,d***a,Join Forsage and earn big money from your home. #பாழானபத்தாண்டு #COVID19 #VikashDubey #vikasDubeyEncounter #XavierBritto #forsage #Crypto #Ethereum #StockMarket #bestbusiness #workingfromhome #goodreturns #business #businessowners #networkers #MLM https://***3G,"['My article on masks and COVID-19 The Chin Protection Mask –It is a grotesque continuation of the “wear-a-helmet-when-you-see-a-policeman” mentality Indians have honed for so long https://***Pz via @w***m', 'Join Forsage and earn big money from your home. #பாழானபத்தாண்டு #COVID19 #VikashDubey #vikasDubeyEncounter #XavierBritto #forsage #Crypto #Ethereum #StockMarket #bestbusiness #workingfromhome #goodreturns #business #businessowners #networkers #MLM https://***3G', 'Brigham Resident @A***n serves as a medical fellow in the #DPH, collaborating with the commissioner, state medical director and state epidemiologist, to assist the state with its epidemic response strategy for the #COVID19 pandemic. https://***wq', '-']",-,content_B,post
t0364,u2935,2020-04-17 11:13:29+00:00,Covid,R***y,"One of the few things not in short supply in the COVID-19 era is commentary on the pandemic. With some diffidence, on @P***n I add my reflections to the chorus of expert voices: https://***vU","['When COVID-19 appeared, Milliken sent PPE to support field hospitals in Wuhan. Now, our team in China has returned the gesture, providing 6,000 KN95 masks that we donated to @S***l, @W***h, @R***s of the Upstate &amp; @M***_. Together, we strive! https://***Yc', 'One of the few things not in short supply in the COVID-19 era is commentary on the pandemic. With some diffidence, on @P***n I add my reflections to the chorus of expert voices: https://***vU', 'Bilingual webpage offers extensive COVID-19 resources for Coachella Valley - https://***ZK', '-']",-,content_B,post
t0323,u2308,2020-03-15 21:34:53+00:00,Covid,J***2,-,"['¿Qué están haciendo los italianos durante la cuarentena por cuenta del Covid-19, conocido como #Coronavirus? ¡Pornhub lo sabe! https://***Rv', 'Is it over? Doctors take off masks after closing last temporary #coronavirus center #Wuhan https://***8X', 'The importance of a strong disease surveillance system via @J***g John Nkengasong @A***C : Looming threat of COVID-19 infection in Africa: act collectively, and fast https://***jn', '-']",tweet_C,-,retweet
t3590,u0896,2022-02-28 02:09:39+00:00,Covid,A***r,"That means more people die of COVID19 in America *in a week* than have died in Korea since March 2020. (Not March 2021 or 2022, March 2020.) The US is only six times the size of South Korea. South Korea nears 9000 deaths total while the US nears one million.","['COVID-19 hospitalization rate down to a little more than 5.6% https://***hG https://***gd', 'The #COVID19 pandemic is not over. We must now focus on turning vaccines into vaccinations, ensuring all countries have enough tests, enough oxygen to treat patients, and enough personal protective equipment to keep health workers safe. https://***P2 #ACTogether', 'That means more people die of COVID19 in America *in a week* than have died in Korea since March 2020. (Not March 2021 or 2022, March 2020.) The US is only six times the size of South Korea. South Korea nears 9000 deaths total while the US nears one million.', '-']",tweet_A,content_C,reply
t1335,u0501,2020-10-26 13:43:57+00:00,Covid,m***d,Now that we have discovered warehouses with covid19 palliatives and justified the looting should we return the properties stolen from private establishments or we keep it and justify it also? #nigeriainfomcf #Nigeria https://***Ua,"['“Over the coming months, this collaboration with the #startup ecosystem will allow us to innovate with velocity and purpose. I am inspired by the opportunity to expand the scope of our impact for Canadians in the wake of #COVID19.” https://***oT', 'MATERIAL CONGRESS 2020 Special Registration Price | Globalize your research #COVID19 #MaterialConference Registration Open for oral/poster presentation | Delegate participation | Contact now to get #discount link. #webinar #freejournalpublication Mail at: allenrose045@g***l.com https://***ms', 'Now that we have discovered warehouses with covid19 palliatives and justified the looting should we return the properties stolen from private establishments or we keep it and justify it also? #nigeriainfomcf #Nigeria https://***Ua', '-']",-,content_C,post
t3451,u0347,2022-02-24 17:32:22+00:00,Covid,U***h,"1/7 Daily #COVID19 update from our 5 academic med centers: 14,928 #SARSCoV2 positive patients admitted to date in our 12 hospitals; 10,672 discharged home to date. @U***h hospitals cared for 480 #SARSCoV2 positive inpatients yesterday. Some inpatient tests may be pending. https://***Mj","['Faculty member Lora Cohen-Vogel, Ph.D., provides insights into student learning loss, which has been exacerbated by COVID-19. Educational disruptions are a focus of research for @n***g and #CarolinaAcross100. Read more here ➡️ https://***U7', '1/7 Daily #COVID19 update from our 5 academic med centers: 14,928 #SARSCoV2 positive patients admitted to date in our 12 hospitals; 10,672 discharged home to date. @U***h hospitals cared for 480 #SARSCoV2 positive inpatients yesterday. Some inpatient tests may be pending. https://***Mj', 'Long-time NBA referee says he lost his job for refusing to take the COVID-19 vaccine. https://***s7', '-']",-,content_B,post
t3849,u2474,2022-03-04 20:00:00+00:00,Covid,G***b,#YoMeVacuno 💉 | El hospital temporal del Parque de la Industria amplia el espacio de la clínica post #COVID19 para mejorar la atención a pacientes que presenten secuelas a causa de la enfermedad. https://***u6,"['#YoMeVacuno 💉 | El hospital temporal del Parque de la Industria amplia el espacio de la clínica post #COVID19 para mejorar la atención a pacientes que presenten secuelas a causa de la enfermedad. https://***u6', 'The latest Leave no one behind by Iyad! https://***21 Thanks to @e***t @m***n @P***k #ai #covid19', '#Puebla registró 244 nuevos contagios y 4 defunciones por #Covid19 #Coronavirus 🦠 durante las últimas horas. https://***to', '-']",-,content_A,post
t3658,u2404,2022-03-01 15:59:37+00:00,Covid,g***k,-,"['#Tlaxcala acumulado 41 mil 788 casos positivos, 71 mil 951 negativos, 33 mil 944 recuperados, 2 mil 895 defunciones y 2 mil 272 casos sospechosos de #COVID19 https://***dG', '#EJSports | As #COVID19 cases are declining in the country, Maharashtra sports minister @S***1 is hopeful that crowds will be allowed in the 15th edition of #IPL @I***L https://***uh', 'With just 245 new Covid-19 cases reported and no deaths due to #COVID19 in the last 24 hours. https://***DO', '-']",tweet_B,-,retweet
t3842,u2369,2022-03-04 17:18:14+00:00,Covid,m***z,"The county will continue to offer free COVID-19 testing and vaccine clinics, as well as PPE, to the public. For some, especially immunocompromised and unvaccinated, the risk of serious illness still exists. Thanks to all for your efforts and sacrifice. 2/2 https://***Gn https://***Da","['13,334 doses of #COVID19 vaccine administered in past 24 hours: MoHAP #WamNews https://***SW', '#ÚltimaActualización #BoletínCOVID19 sobre afectación a personal salud en Colombia👇https://***g8 #INSEsVigilancia https://***C8', 'The county will continue to offer free COVID-19 testing and vaccine clinics, as well as PPE, to the public. For some, especially immunocompromised and unvaccinated, the risk of serious illness still exists. Thanks to all for your efforts and sacrifice. 2/2 https://***Gn https://***Da', '-']",tweet_B,content_C,reply
t3218,u3185,2022-02-20 19:54:41+00:00,Covid,C***D,-,"['@r***e @E***c @A***a @e***l @l***n @d***l @E***r @S***i @C***l @c***n @D***T @f***n @D***1 @f***i @d***s Also would be incorrect to say this study proves a mortality benefit. Point estimate suggests it most likely has a benefit, but this is just the best estimate. P-value is insignificant and the confidence interval is wide. So we cannot draw a conclusion one way or the other.', '#COVID19 numbers update for 2/20/22. https://***4j', 'TechQuity seeks to advance health equity and community health resiliency for populations most affected by the COVID-19 pandemic through working with mission-driven startups. To learn more or apply, click below.', '-']",tweet_B,-,retweet
t2120,u2535,2022-01-10 16:00:04+00:00,Covid,A***B,"Hilito 🧵sobre ese peaso documento llamado ""ADAPTACION DE LA GUÍA DE ACTUACIÓN ANTE LA APARICIÓN DE CASOS DE COVID-19 EN CENTROS EDUCATIVOS A UN CONTEXTO DE ALTA CIRCULACIÓN DE VIRUS SARS-CoV-2"" 👇 https://***wN","['#Pfizer marathon in #Lebanon today. Vaccines save lives, yes you might still catch covid19, but the symptoms and effects would be milder than usual. https://***Dq', 'Over the past two years, the #pandemic has exposed new weaknesses and made visible the business risks posed by an unstable #supplychain. These supply chain issues have continued to become more acute and are now front-page news. Read more 👉 https://***6y https://***OK', 'Hilito 🧵sobre ese peaso documento llamado ""ADAPTACION DE LA GUÍA DE ACTUACIÓN ANTE LA APARICIÓN DE CASOS DE COVID-19 EN CENTROS EDUCATIVOS A UN CONTEXTO DE ALTA CIRCULACIÓN DE VIRUS SARS-CoV-2"" 👇 https://***wN', '-']",-,content_C,post
t1833,u1886,2021-09-15 13:33:43+00:00,Covid,K***s,"We have the solutions: first was masks, social distancing, and washing hands Then vaccines It didn’t have to come to this “1 in 500 US residents has died of Covid-19” https://***WQ","['We have the solutions: first was masks, social distancing, and washing hands Then vaccines It didn’t have to come to this “1 in 500 US residents has died of Covid-19” https://***WQ', 'A government-led effort to identify correlates of protection for COVID-19 vaccines. Correspondence from Richard Koup @N***H and colleagues https://***bs', 'Mandates and incentives are being considered to increase uptake of vaccines against COVID-19, but payment for vaccination may be the fairest approach. Comment from @j***u, Jonathan Pugh and Dominic Wilkinson @e***s @U***d https://***mD', '-']",-,content_A,post
t1976,u2393,2021-11-29 15:56:00+00:00,Covid,I***C,📃 Key findings from the South African 🇿🇦 National #COVID19 Antibody Survey: - the role of gender and gendered roles in infection rates - the influence of age and mingling patterns - and other factors Register to attend: https://***vQ - by @H***a,"['📃 Key findings from the South African 🇿🇦 National #COVID19 Antibody Survey: - the role of gender and gendered roles in infection rates - the influence of age and mingling patterns - and other factors Register to attend: https://***vQ - by @H***a', 'So, as per Afghani trader situation is not terribly bad under #Taliban regime. Due to covid19 situation there were very few international stalls. Here’s what an Afghani told me. #IITF #sarasmeinhum #HunarHaat @M***I https://***Of', 'Travel and aviation groups are concerned by the new Covid restrictions. @F***T #SouthAfricaisTravelReady #TourismRecovery #COVID19 https://***cz', '-']",-,content_A,post
t2869,u2444,2022-02-16 01:50:38+00:00,Covid,J***2,"La COVID-19 a creusé un fossé entre les Québécois Régine Laurent En ce qui me concerne, je ne verrai plus jamais le Québec comme avant, les gouvernants, les artistes, les médias et mettez-en .. La guerre des clans ! #polqc #CAQ #assnat #polcan #FractureSociale$","['""Second, with inflation, there are things to expect like during harvest the prices will go down because there is a lot of produce, but periods before, the prices will be slightly high. Finally, there are shocks like COVID-19 which affect inflation.""2/2 @i***i #TheSquareRw', '12 inch Bully Sticks Dogs Natural - Treats ==&gt; https://***Go #3treats #COVID19 #stayathome #stayhome #yummies https://***75', 'La COVID-19 a creusé un fossé entre les Québécois Régine Laurent En ce qui me concerne, je ne verrai plus jamais le Québec comme avant, les gouvernants, les artistes, les médias et mettez-en .. La guerre des clans ! #polqc #CAQ #assnat #polcan #FractureSociale$', '-']",-,content_C,post
